actual_nominal_step_norm,actual_step_norm,batch_net_norm,compute,correction_norm,correction_path,correction_rounding_gap,edit_nll,endpoint,entry,essence_kl_unweighted,extra_net_norm,global_net_norm,intended_correction_norm,normalized_native_action,objective,path_length,probe,selected_weight_sha,step
,,,,,,,0.04746834044692605,Continue,Middle,0.16951924143359065,,,,1.0,0.15806329303652547,,,,0
0.016667978630717055,0.016667978630717055,10.744075317967388,"{""counts"": {""actual_model_forward_attention_visible_tokens"": 31650, ""actual_model_forward_input_token_elements"": 34062, ""actual_model_forward_input_tokens"": 31650, ""actual_model_forward_invocations"": 1050, ""actual_model_forward_nonpadding_query_tokens"": 31650, ""actual_model_forward_sequences"": 2100, ""backward"": 700, ""coefficient_gradient_pullback"": 12, ""group_backward"": 300, ""group_jacobian_build"": 1, ""penalty_backward"": 2, ""risk_gradient_pullback"": 1, ""small_filter_solve"": 1, ""teacher_forward"": 50, ""teacher_sequences"": 100, ""teacher_tokens"": 693, ""training_forward"": 1000, ""training_sequences"": 2000, ""training_tokens"": 30957}, ""seconds"": {""C_optimizer_update"": 0.27009389735758305, ""checkpoint_load_and_binding"": 1.6861131563782692, ""direct_objective"": 81.67083799466491, ""essence_teacher"": 3.020523389801383, ""group_jacobian"": 36.73088273406029, ""model_load"": 11.678412644192576, ""risk_gradient_pullback"": 0.06850284896790981, ""small_filter_solve"": 0.08158297836780548}, ""timing"": ""start sync excluded; end sync included""}",0.0,0.0,0.0,0.033412045624857,Continue,Middle,0.16906177112832665,0.016667978630717055,67.31054148137734,0.0,1.0003341436386108,0.1440118206842385,0.016667978630717055,{},396191266262fa5bd847fff16e2fefa7fcbb1fd8d8a4b61fec8635bc3c5ce624,1
0.026280697005124178,0.026280697005124178,10.744157805064216,"{""counts"": {""actual_model_forward_attention_visible_tokens"": 42200, ""actual_model_forward_input_token_elements"": 45432, ""actual_model_forward_input_tokens"": 42200, ""actual_model_forward_invocations"": 1400, ""actual_model_forward_nonpadding_query_tokens"": 42200, ""actual_model_forward_sequences"": 2800, ""backward"": 1050, ""coefficient_gradient_pullback"": 13, ""group_backward"": 300, ""group_jacobian_build"": 1, ""penalty_backward"": 3, ""risk_gradient_pullback"": 1, ""small_filter_solve"": 1, ""teacher_forward"": 50, ""teacher_sequences"": 100, ""teacher_tokens"": 693, ""training_forward"": 1350, ""training_sequences"": 2700, ""training_tokens"": 41507}, ""seconds"": {""C_optimizer_update"": 0.5442095156759024, ""checkpoint_load_and_binding"": 1.6861131563782692, ""direct_objective"": 122.55438058264554, ""essence_teacher"": 3.020523389801383, ""group_jacobian"": 36.73088273406029, ""model_load"": 11.678412644192576, ""risk_gradient_pullback"": 0.06850284896790981, ""small_filter_solve"": 0.08158297836780548}, ""timing"": ""start sync excluded; end sync included""}",0.0,0.0,0.0,0.020519375885101,Continue,Middle,0.1682101630140096,0.042831481789623364,67.31052289708363,0.0,1.0011582374572754,0.13114833481920413,0.04294867563584123,{},3072d7b91d45e240b555e84135a1985fc788fedf8d33cc58bac5858313857538,2
0.028956746573161832,0.028956746573161832,10.744182863059605,"{""counts"": {""actual_model_forward_attention_visible_tokens"": 77108, ""actual_model_forward_input_token_elements"": 90762, ""actual_model_forward_input_tokens"": 77108, ""actual_model_forward_invocations"": 2028, ""actual_model_forward_nonpadding_query_tokens"": 77108, ""actual_model_forward_sequences"": 5700, ""backward"": 1400, ""coefficient_gradient_pullback"": 14, ""evaluation_candidate_sequences"": 2200, ""evaluation_input_tokens"": 24358, ""evaluation_materialization"": 1, ""evaluation_model_forwards"": 278, ""evaluation_restore"": 1, ""group_backward"": 300, ""group_jacobian_build"": 1, ""penalty_backward"": 4, ""risk_gradient_pullback"": 1, ""small_filter_solve"": 1, ""teacher_forward"": 50, ""teacher_sequences"": 100, ""teacher_tokens"": 693, ""training_forward"": 1700, ""training_sequences"": 3400, ""training_tokens"": 52057}, ""seconds"": {""C_optimizer_update"": 0.8197868932038546, ""checkpoint_load_and_binding"": 1.6861131563782692, ""curve_evaluation"": 41.68037606589496, ""direct_objective"": 163.5282625555992, ""essence_teacher"": 3.020523389801383, ""group_jacobian"": 36.73088273406029, ""model_load"": 11.678412644192576, ""risk_gradient_pullback"": 0.06850284896790981, ""small_filter_solve"": 0.08158297836780548}, ""timing"": ""start sync excluded; end sync included""}",0.0,0.0,0.0,0.013895820109780743,Continue,Middle,0.16704296960961074,0.0715764255334103,67.31048857418502,0.0,1.0024412870407104,0.12458013441445247,0.07190542220900306,{},cde4ac987530fd1ff44ec5104a33f95b810ebf45b1c02e9cf9a406911348fcd4,3
0.02867948096863944,0.02867948096863944,10.744100638608584,"{""counts"": {""actual_model_forward_attention_visible_tokens"": 87658, ""actual_model_forward_input_token_elements"": 102132, ""actual_model_forward_input_tokens"": 87658, ""actual_model_forward_invocations"": 2378, ""actual_model_forward_nonpadding_query_tokens"": 87658, ""actual_model_forward_sequences"": 6400, ""backward"": 1750, ""coefficient_gradient_pullback"": 15, ""evaluation_candidate_sequences"": 2200, ""evaluation_input_tokens"": 24358, ""evaluation_materialization"": 1, ""evaluation_model_forwards"": 278, ""evaluation_restore"": 1, ""group_backward"": 300, ""group_jacobian_build"": 1, ""penalty_backward"": 5, ""risk_gradient_pullback"": 1, ""small_filter_solve"": 1, ""teacher_forward"": 50, ""teacher_sequences"": 100, ""teacher_tokens"": 693, ""training_forward"": 2050, ""training_sequences"": 4100, ""training_tokens"": 62607}, ""seconds"": {""C_optimizer_update"": 1.1039515286684036, ""checkpoint_load_and_binding"": 1.6861131563782692, ""curve_evaluation"": 41.68037606589496, ""direct_objective"": 204.4945180490613, ""essence_teacher"": 3.020523389801383, ""group_jacobian"": 36.73088273406029, ""model_load"": 11.678412644192576, ""risk_gradient_pullback"": 0.06850284896790981, ""small_filter_solve"": 0.08158297836780548}, ""timing"": ""start sync excluded; end sync included""}",0.0,0.0,0.0,0.010218266826285571,Continue,Middle,0.16567984165158123,0.09994925592552485,67.31043387946438,0.0,1.0040491819381714,0.12097817512332654,0.1005849031776425,{},f805b9ea995cb1f23906c542e06b2c37dc6d0dd978efaaadf2bed583a9d86ffa,4
0.027423161733598884,0.027423161733598884,10.74388682674018,"{""counts"": {""actual_model_forward_attention_visible_tokens"": 122566, ""actual_model_forward_input_token_elements"": 147462, ""actual_model_forward_input_tokens"": 122566, ""actual_model_forward_invocations"": 3006, ""actual_model_forward_nonpadding_query_tokens"": 122566, ""actual_model_forward_sequences"": 9300, ""backward"": 2100, ""coefficient_gradient_pullback"": 16, ""evaluation_candidate_sequences"": 4400, ""evaluation_input_tokens"": 48716, ""evaluation_materialization"": 2, ""evaluation_model_forwards"": 556, ""evaluation_restore"": 2, ""group_backward"": 300, ""group_jacobian_build"": 1, ""penalty_backward"": 6, ""risk_gradient_pullback"": 1, ""small_filter_solve"": 1, ""teacher_forward"": 50, ""teacher_sequences"": 100, ""teacher_tokens"": 693, ""training_forward"": 2400, ""training_sequences"": 4800, ""training_tokens"": 73157}, ""seconds"": {""C_optimizer_update"": 1.3841456696391106, ""checkpoint_load_and_binding"": 1.6861131563782692, ""curve_evaluation"": 83.28448676876724, ""direct_objective"": 245.49305959790945, ""essence_teacher"": 3.020523389801383, ""group_jacobian"": 36.73088273406029, ""model_load"": 11.678412644192576, ""risk_gradient_pullback"": 0.06850284896790981, ""small_filter_solve"": 0.08158297836780548}, ""timing"": ""start sync excluded; end sync included""}",0.0,0.0,0.0,0.007905482402861708,Continue,Middle,0.16425423766486347,0.12698572056376983,67.31035617758602,0.0,1.0058361291885376,0.11875498517576943,0.1280080649112414,{},ccc5ad0f97bb75207cbf3cda6ef1270560f831a5a64a62779cf66686af0148d7,5
0.02576328206487563,0.02576328206487563,10.743527148891904,"{""counts"": {""actual_model_forward_attention_visible_tokens"": 133116, ""actual_model_forward_input_token_elements"": 158832, ""actual_model_forward_input_tokens"": 133116, ""actual_model_forward_invocations"": 3356, ""actual_model_forward_nonpadding_query_tokens"": 133116, ""actual_model_forward_sequences"": 10000, ""backward"": 2450, ""coefficient_gradient_pullback"": 17, ""evaluation_candidate_sequences"": 4400, ""evaluation_input_tokens"": 48716, ""evaluation_materialization"": 2, ""evaluation_model_forwards"": 556, ""evaluation_restore"": 2, ""group_backward"": 300, ""group_jacobian_build"": 1, ""penalty_backward"": 7, ""risk_gradient_pullback"": 1, ""small_filter_solve"": 1, ""teacher_forward"": 50, ""teacher_sequences"": 100, ""teacher_tokens"": 693, ""training_forward"": 2750, ""training_sequences"": 5500, ""training_tokens"": 83707}, ""seconds"": {""C_optimizer_update"": 1.668474230915308, ""checkpoint_load_and_binding"": 1.6861131563782692, ""curve_evaluation"": 83.28448676876724, ""direct_objective"": 286.5050639938563, ""essence_teacher"": 3.020523389801383, ""group_jacobian"": 36.73088273406029, ""model_load"": 11.678412644192576, ""risk_gradient_pullback"": 0.06850284896790981, ""small_filter_solve"": 0.08158297836780548}, ""timing"": ""start sync excluded; end sync included""}",0.0,0.0,0.0,0.006371951801156683,Continue,Middle,0.16287379176355898,0.15229732178184147,67.31025402891136,0.0,1.0076619386672974,0.11731775765310887,0.15377134697611702,{},3361ffa8e210f6f189e755f0e4bd27b502d39aec8ad3bb6eaa42ea3e56e007b1,6
0.02395227952244239,0.02395227952244239,10.743013871864457,"{""counts"": {""actual_model_forward_attention_visible_tokens"": 143666, ""actual_model_forward_input_token_elements"": 170202, ""actual_model_forward_input_tokens"": 143666, ""actual_model_forward_invocations"": 3706, ""actual_model_forward_nonpadding_query_tokens"": 143666, ""actual_model_forward_sequences"": 10700, ""backward"": 2800, ""coefficient_gradient_pullback"": 18, ""evaluation_candidate_sequences"": 4400, ""evaluation_input_tokens"": 48716, ""evaluation_materialization"": 2, ""evaluation_model_forwards"": 556, ""evaluation_restore"": 2, ""group_backward"": 300, ""group_jacobian_build"": 1, ""penalty_backward"": 8, ""risk_gradient_pullback"": 1, ""small_filter_solve"": 1, ""teacher_forward"": 50, ""teacher_sequences"": 100, ""teacher_tokens"": 693, ""training_forward"": 3100, ""training_sequences"": 6200, ""training_tokens"": 94257}, ""seconds"": {""C_optimizer_update"": 1.953622354194522, ""checkpoint_load_and_binding"": 1.6861131563782692, ""curve_evaluation"": 83.28448676876724, ""direct_objective"": 327.51457198150456, ""essence_teacher"": 3.020523389801383, ""group_jacobian"": 36.73088273406029, ""model_load"": 11.678412644192576, ""risk_gradient_pullback"": 0.06850284896790981, ""small_filter_solve"": 0.08158297836780548}, ""timing"": ""start sync excluded; end sync included""}",0.0,0.0,0.0,0.005311029954839341,Continue,Middle,0.16159958206117153,0.17573927701093903,67.31012689975745,0.0,1.009406328201294,0.11635163665379196,0.1777236264985594,{},9166f7ef62243a3d0032f51960e831fb7f71970ef968670e614fc6e0c58afdd3,7
0.022124977801697036,0.022124977801697036,10.742344065040868,"{""counts"": {""actual_model_forward_attention_visible_tokens"": 154216, ""actual_model_forward_input_token_elements"": 181572, ""actual_model_forward_input_tokens"": 154216, ""actual_model_forward_invocations"": 4056, ""actual_model_forward_nonpadding_query_tokens"": 154216, ""actual_model_forward_sequences"": 11400, ""backward"": 2800, ""coefficient_gradient_pullback"": 18, ""evaluation_candidate_sequences"": 4400, ""evaluation_input_tokens"": 48716, ""evaluation_materialization"": 2, ""evaluation_model_forwards"": 556, ""evaluation_restore"": 2, ""group_backward"": 300, ""group_jacobian_build"": 1, ""penalty_backward"": 8, ""risk_gradient_pullback"": 1, ""small_filter_solve"": 1, ""teacher_forward"": 50, ""teacher_sequences"": 100, ""teacher_tokens"": 693, ""training_forward"": 3450, ""training_sequences"": 6900, ""training_tokens"": 104807}, ""seconds"": {""C_optimizer_update"": 2.2365140598267317, ""checkpoint_load_and_binding"": 1.6861131563782692, ""curve_evaluation"": 83.28448676876724, ""direct_objective"": 350.6838059257716, ""essence_teacher"": 3.020523389801383, ""group_jacobian"": 36.73088273406029, ""model_load"": 11.678412644192576, ""risk_gradient_pullback"": 0.06850284896790981, ""small_filter_solve"": 0.08158297836780548}, ""timing"": ""start sync excluded; end sync included""}",0.0,0.0,0.0,0.004548573835108982,Continue,Middle,0.16045051731634885,0.1972941547002841,67.3099748774181,0.0,1.0109747648239136,0.11567420764977215,0.19984860430025644,{},2f4f1ecad894f54ee2667436bf6d19d32089b637edfbf2102dd73448e194ce27,8
,,,,,,,0.04746834044692605,FrozenGlobal,Middle,0.16951924143359065,,,,1.0,0.15806329303652547,,,,0
