arm,batch,metric,target,rank,case_hash,prompt_hash,cohort,prompt_index,nll,margin,success,finite,arm_display_label
MEMIT_ORIGINAL,5,PS,true,1,e3c80264bcf6bde782c4d6f2d5c25c1d5b1cf668ae9a91711a463e8ae9d578bd,8a4f9010391e421c8c88c9d6f2342853a2dec469291252bec7bb72da5b927b9e,2,1,24.725643157958984,24.72458704467863,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,PS,true,2,4539fc5cdb4e80acaa980cf8c5f1cc708073f267374b27700317281ed17ccc1c,aae746db0ba53589e47701b751411502e9934b9ea3af452caa4e86c119e3bcdc,3,1,23.859249114990234,23.85320716165006,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,PS,true,3,5edd6b7ba99be850ab24ef3acbb3b0de8f0dcb9a04e70b819b87ab641c88faee,19d296cb2906b544ea446aa3a51f496e488e28aa893fc19d7d52e92e6952acdf,1,0,23.822282791137695,23.821342910116073,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,PS,true,4,6f7c5d50ddef6fe32da94db0694f7e3ed72d641a95837a7f0f8023fb124a0532,1c4036403b97de19ee446ddaeb4af4d2f32711c867d053e38898e37d5d3b458c,4,0,23.57135772705078,23.53910221159458,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,PS,true,5,30e4c02268d49ca010e3c62fcc2615da2fad4cf0c359eb8fedc0366739b34205,fc36b36207f077632a5b30a6a316ae40db62d2399fadd10a765396e0688b6b98,4,0,23.10862159729004,23.095161124132574,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,new,1,54409a01733cb9ff29e4d8bfad7ec87c63634630a25655efb464347a6250e433,0c6d746ceeef5f7ce1830bce91081cddffdb293bdd5928d2912fa6e4302586ba,4,9,27.15570640563965,-3.478038787841797,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,new,2,8a6d64d015b340bf191de4b2393106e3f79ef7ec2d5087bef1cd8e4fe0683bf8,b3c5a847ad24c0f50e52ccdacb9b3fbebfd2447a4613d2744b24ba1a3a3207ad,3,6,25.155149459838867,-17.44866943359375,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,new,3,f1f2c569870e3f8472f4920e45768500a9b687b964980462746a978142838e5e,09e54324d37c2d62da2861dc2587b12e8bb631e899ba072e25a94da9809d3c23,4,2,25.143884658813477,-15.2022705078125,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,new,4,37bf713760c5cbad0600a2741cb115f3becc4b2469d6dd7b3346ded41395f43d,b7c5c564e3078bcf2af61ba2168e5aca7cbdc26c931356e447683a385b2febc1,3,5,24.501708984375,-13.834858894348145,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,new,5,8a6d64d015b340bf191de4b2393106e3f79ef7ec2d5087bef1cd8e4fe0683bf8,fe2fc70563867d51fd0e9ac17081388ef776336ab653fce496a98d8d5065b656,3,3,24.46188735961914,-11.688289642333984,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,true,1,075441be7bc0cdbab6093bbaed5a25b2c06d33c6a2e74601cbea17d0885a75a5,2861745820e8aee6cd364a5361fd76c066b22329aceaad8396f01e696636d6df,5,8,25.694547653198242,4.940708160400391,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,true,2,54409a01733cb9ff29e4d8bfad7ec87c63634630a25655efb464347a6250e433,0c6d746ceeef5f7ce1830bce91081cddffdb293bdd5928d2912fa6e4302586ba,4,9,23.67766761779785,-3.478038787841797,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,true,3,9dacbde326501c9f63debf4311ae5e2bc047636edc4ee9d9ce828bcdf4a7f25d,ed3653e91a66d8010006f57ad86c38b5996adc73d86923d6a0c055bf48f04733,2,2,22.47515869140625,14.15498161315918,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,true,4,20db6628648c4ad306be515e9df80f6778953e70e517aed46dd0d594c2d7964f,b56279f741e63c005c99cb03d74ce1270ccc3c497ae49ebfff0fb6c40a8f510c,4,9,19.5673770904541,19.557106843218207,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,5,NS,true,5,9dacbde326501c9f63debf4311ae5e2bc047636edc4ee9d9ce828bcdf4a7f25d,1ee6f144b7fdd61e0fd62433576a36ee65d49c56aeb545ca4bafcaf54e8bbacd,2,7,18.886859893798828,2.713960647583008,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,new,1,45614290270f9909ee6ffe6f52ae5f8360be81fec6d3868d8022e2d200be3de4,cb246fd93d16913a0eb0ce1ba86d110622df4b8ef70287baa31cd3e6e3f12bb9,8,0,20.269760131835938,-15.214325428009033,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,new,2,37bf713760c5cbad0600a2741cb115f3becc4b2469d6dd7b3346ded41395f43d,f23c380b8ff219de2f63f877042cbec0784c1b2d2d4e9e91b81e536cc372f83e,3,0,14.817896842956543,-6.847639083862305,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,new,3,df2760a948607f897f1a7b570fe935a1371cf4cbf3f536d0b918fe33b61be21a,68471aa441488e77d31913d49a7ed9808abd6cf163e35067f4b3958d19d3c370,7,0,13.736629486083984,-3.5419845581054688,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,new,4,ed357b3acfc8996fd83a52b09bb4e10449e60f403e3b287249524e613af115da,0e02d53c8fb42653e75c93187072c309f253e254c742bbe58f46b883d9c1c72d,1,0,12.269015312194824,4.786984443664551,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,new,5,68fb74e20a2f319724f156afdb0a5f9470feb0bcbacfa1f2ca998fa86adda627,d98b298d7ad5fe54be65c52bd0fd137bf15b40fc667453c6db0ad46b39f805ff,1,0,11.846017837524414,-2.518498420715332,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,true,1,f333689aaf4012ba4978883b42daa51553b5b1211da6a51dd7e230fa16f42d41,f1d42264e4e98d22fcb1592996adf819bb4f6e3f41698bc9bdac23a07ab94a50,8,0,30.551969528198242,30.5518679670422,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,true,2,aa8862b3f2f5692b6fdf4e0f73e478fe5469e7a03a02e4b9d697b58c216921f4,a78146172b2444ca3a2582d3a19d87b04ec27b933ab0d46f976a8dd6c071532c,9,0,28.912063598632812,28.912000181298936,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,true,3,e3c80264bcf6bde782c4d6f2d5c25c1d5b1cf668ae9a91711a463e8ae9d578bd,361e64cf4656b1d05d35d37785369f2893afd49b49b8a96a4c0a15fda5edf995,2,0,28.345991134643555,28.34595561090464,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,true,4,f27f4a6236a87083d1d1c5cc7ff4324e147db1335ce7c412a5e5efb2fcccc333,3948ec528375109b491d1b9b5d97f2f5988fa33f8f3f9f2db426ec8f14ff98d9,1,0,27.747661590576172,27.746253052377142,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,RS,true,5,9dacbde326501c9f63debf4311ae5e2bc047636edc4ee9d9ce828bcdf4a7f25d,2d1c6646d74009b3c708414ac502dd330ca802d85e6aa0523d45a7d4fb147b9c,2,0,27.28743553161621,27.287385941781395,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,new,1,d0541665ae524cf19488eba81b94b2b2985b35b52e90f4c0ca90ba0a1cbc99a9,afa16d5a77611a5a87ed12dd7f579dc2757b67c170e7c582a4284991a1dfe4e1,8,1,16.688629150390625,0.22770118713378906,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,new,2,45614290270f9909ee6ffe6f52ae5f8360be81fec6d3868d8022e2d200be3de4,4d789cd720fd5730f8a76f01d67c16e1ec9ddbcacc2af947e9c9535ce697bb48,8,1,15.950790405273438,-10.346697807312012,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,new,3,38bf9a1a77f41cd99a3d147129237aa5fe03cb3baa69314dba1cd5d66fce5aa6,a3fb72eae82ee4ddfdd51be2462f2fbcf4d1b9c2665a115e9b87b4ef4c277f8d,3,0,15.456789016723633,8.841455459594727,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,new,4,95e06f0741c4e9736eaa885fff0e3a99af69acc9f31cea093820f801e198a41a,4106ed11a3704339632e55541921b1df8cb8d8d68bbad9d6d18f0d67a567c7ee,8,0,14.841776847839355,-9.158502578735352,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,new,5,df2760a948607f897f1a7b570fe935a1371cf4cbf3f536d0b918fe33b61be21a,b76f3226ad994db7dd211675bcdf58d0922f44e30689d4d3b7fed3ec6723a07f,7,1,14.566824913024902,-1.8017778396606445,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,true,1,4539fc5cdb4e80acaa980cf8c5f1cc708073f267374b27700317281ed17ccc1c,aae746db0ba53589e47701b751411502e9934b9ea3af452caa4e86c119e3bcdc,3,1,27.55674934387207,27.554676060797647,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,true,2,e3c80264bcf6bde782c4d6f2d5c25c1d5b1cf668ae9a91711a463e8ae9d578bd,8a4f9010391e421c8c88c9d6f2342853a2dec469291252bec7bb72da5b927b9e,2,1,26.495019912719727,26.494567615765845,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,true,3,ad5ef4b29e148afd784de5373b210eb00879dfbf08922c96dc6ce4fc1e064fd9,097b55142197848325eda0c2a950abd467720d7c3a615fffaf49632ab726ba9e,7,1,25.97917366027832,25.977948462823406,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,true,4,30e4c02268d49ca010e3c62fcc2615da2fad4cf0c359eb8fedc0366739b34205,fc36b36207f077632a5b30a6a316ae40db62d2399fadd10a765396e0688b6b98,4,0,25.359601974487305,25.352014077361673,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,PS,true,5,6f7c5d50ddef6fe32da94db0694f7e3ed72d641a95837a7f0f8023fb124a0532,1c4036403b97de19ee446ddaeb4af4d2f32711c867d053e38898e37d5d3b458c,4,0,24.994211196899414,24.577716380357742,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,new,1,54409a01733cb9ff29e4d8bfad7ec87c63634630a25655efb464347a6250e433,0c6d746ceeef5f7ce1830bce91081cddffdb293bdd5928d2912fa6e4302586ba,4,9,27.93712615966797,-5.509397506713867,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,new,2,1c5c834c927a24fc22228333db7249f958a30231366e6a94bfc4880ea26098c3,a805f669d0efbe76a92e47ccd4ece2350dcca4aa764aba71a3efb80faf442e3c,3,1,26.734840393066406,-5.967357635498047,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,new,3,f1f2c569870e3f8472f4920e45768500a9b687b964980462746a978142838e5e,09e54324d37c2d62da2861dc2587b12e8bb631e899ba072e25a94da9809d3c23,4,2,26.28813362121582,-14.68356990814209,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,new,4,728f1a293713aa90cd0d5cf3348be9da81275168c3aef4285f71505f18c5d171,5d5669d2fe2433bf26700ab6977383b7a70feddb74fbb27d7da0ba6577948e67,9,6,26.047609329223633,-1.5648365020751953,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,new,5,8a6d64d015b340bf191de4b2393106e3f79ef7ec2d5087bef1cd8e4fe0683bf8,fe2fc70563867d51fd0e9ac17081388ef776336ab653fce496a98d8d5065b656,3,3,25.198976516723633,-12.95119857788086,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,true,1,9dacbde326501c9f63debf4311ae5e2bc047636edc4ee9d9ce828bcdf4a7f25d,ed3653e91a66d8010006f57ad86c38b5996adc73d86923d6a0c055bf48f04733,2,2,25.372365951538086,13.299914360046387,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,true,2,075441be7bc0cdbab6093bbaed5a25b2c06d33c6a2e74601cbea17d0885a75a5,2861745820e8aee6cd364a5361fd76c066b22329aceaad8396f01e696636d6df,5,8,25.0427303314209,4.8118896484375,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,true,3,728f1a293713aa90cd0d5cf3348be9da81275168c3aef4285f71505f18c5d171,5d5669d2fe2433bf26700ab6977383b7a70feddb74fbb27d7da0ba6577948e67,9,6,24.482772827148438,-1.5648365020751953,True,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,true,4,df8b2c375d648d9508cf4b564b6c60e1f1a9f33d7d68962fe9426be663a88b3f,4374e49d9920a5c1a3236199798e34ccd7a18b2fbe468fa792558dc7fba9e9a7,10,4,24.05088233947754,3.041534423828125,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,10,NS,true,5,20db6628648c4ad306be515e9df80f6778953e70e517aed46dd0d594c2d7964f,b56279f741e63c005c99cb03d74ce1270ccc3c497ae49ebfff0fb6c40a8f510c,4,9,23.10113525390625,23.097481140168384,False,True,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,20,RS,new,1,45614290270f9909ee6ffe6f52ae5f8360be81fec6d3868d8022e2d200be3de4,cb246fd93d16913a0eb0ce1ba86d110622df4b8ef70287baa31cd3e6e3f12bb9,8,0,17.61383819580078,-11.316187381744385,False,True,MEMIT_BLUE (L4+L8)
