policy,batch,chunk,request_index,adam,loss,optimized_target_chunk,frozen_reuse,stop,clamp_hits
FROZEN2,51,0,0,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,1,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,2,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,3,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,4,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,5,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,6,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,7,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,8,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,9,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,10,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,11,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,12,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,13,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,14,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,15,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,16,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,17,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,18,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,19,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,20,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,21,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,22,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,23,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,24,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,25,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,26,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,27,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,28,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,29,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,30,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,31,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,32,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,33,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,34,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,35,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,36,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,37,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,38,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,39,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,40,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,41,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,42,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,43,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,44,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,45,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,46,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,47,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,48,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,49,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,50,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,51,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,52,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,53,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,54,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,55,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,56,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,57,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,58,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,59,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,60,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,61,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,62,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,63,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,64,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,65,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,66,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,67,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,68,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,69,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,70,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,71,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,72,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,73,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,74,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,75,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,76,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,77,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,78,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,79,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,80,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,81,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,82,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,83,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,84,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,85,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,86,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,87,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,88,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,89,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,90,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,91,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,92,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,93,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,94,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,95,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,96,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,97,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,98,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,0,99,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,51,1,0,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,1,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,2,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,3,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,4,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,5,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,6,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,7,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,8,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,9,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,10,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,11,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,12,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,13,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,14,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,15,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,16,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,17,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,18,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,19,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,20,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,21,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,22,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,23,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,24,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,25,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,26,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,27,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,28,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,29,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,30,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,31,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,32,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,33,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,34,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,35,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,36,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,37,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,38,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,39,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,40,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,41,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,42,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,43,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,44,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,45,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,46,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,47,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,48,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,49,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,50,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,51,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,52,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
