KL_delta,TF_token_correct_delta,W0_top1_delta,after_strict,after_success,before_strict,before_success,bootstrap_repetitions,ci_high,ci_low,cluster_count,contrast,count,desired_margin_delta,desired_margin_delta_q01,desired_margin_delta_q05,desired_margin_delta_q50,desired_margin_delta_q95,desired_margin_delta_q99,desired_nll_delta,desired_nll_delta_q01,desired_nll_delta_q05,desired_nll_delta_q50,desired_nll_delta_q95,desired_nll_delta_q99,g_delta,g_delta_q01,g_delta_q05,g_delta_q50,g_delta_q95,g_delta_q99,gained,kind,lost,natural_nll_delta,natural_nll_delta_q01,natural_nll_delta_q05,natural_nll_delta_q50,natural_nll_delta_q95,natural_nll_delta_q99,new_nll_delta,new_nll_delta_q01,new_nll_delta_q05,new_nll_delta_q50,new_nll_delta_q95,new_nll_delta_q99,panel,seed,strict_gained,strict_lost,true_nll_delta,true_nll_delta_q01,true_nll_delta_q05,true_nll_delta_q50,true_nll_delta_q95,true_nll_delta_q99
,,,55,228,49,226,2000,-0.18579871914771506,-0.4438167857897497,256,BASE_ALPHAEDIT_W001 minus W0,256,0.14248295935522037,-2.8825093030929563,-1.4562699794769287,0.05689191818237305,1.9160606265068054,3.6495863258838646,-0.31718509424081276,-3.212356758117676,-2.088159918785095,-0.1518286019563675,0.9992049932479858,2.2952042818069422,0.14248295935522037,-2.8825093030929563,-1.4562699794769287,0.05689191818237305,1.9160606265068054,3.6495863258838646,5,BASE,3,,,,,,,-0.1747021348855924,-2.490968346595764,-1.7971630096435547,-0.10729837417602539,1.089195966720581,2.891927099227905,BaseEval256,20260924,10,4,-0.31718509424081276,-3.212356758117676,-2.088159918785095,-0.1518286019563675,0.9992049932479858,2.2952042818069422
,,,0,10,0,10,2000,-0.30688982660120184,-2.845334280620922,5,BASE_ALPHAEDIT_W001 minus W0,22,0.17818315462632614,-1.7727038335800172,-1.4603138446807862,0.089621901512146,2.338275957107543,3.7478914117813096,-1.3608448613773694,-6.174771070480347,-3.558755946159363,-1.1408073902130127,0.718588924407959,1.3266011381149285,-0.17818315462632614,-3.747891411781311,-2.3382759571075438,-0.089621901512146,1.460313844680786,1.7727038335800167,2,P,2,,,,,,,-1.3608448613773694,-6.174771070480347,-3.558755946159363,-1.1408073902130127,0.718588924407959,1.3266011381149285,H_active_variants,20260924,0,0,-1.1826617067510432,-2.7563772201538086,-2.740041208267212,-1.1649541854858398,0.24608898162841797,0.24608898162841797
,,,0,3,0,4,2000,3.048178884718153,-1.3025847948514497,5,BASE_ALPHAEDIT_W001 minus W0,11,-0.10296316580338911,-4.301221942901611,-3.9972596168518066,0.63494873046875,2.85612690448761,2.9042492151260375,0.8444411537863992,-3.872241973876953,-3.0353927612304688,0.9330439567565918,4.571164608001709,6.056453990936281,0.10296316580338911,-2.9042492151260375,-2.85612690448761,-0.63494873046875,3.9972596168518066,4.301221942901612,1,R,2,,,,,,,0.8444411537863992,-3.872241973876953,-3.0353927612304688,0.9330439567565918,4.571164608001709,6.056453990936281,H_active_variants,20260924,0,0,0.74147798798301,-4.959077835083008,-4.959077835083008,2.595862865447998,3.60287344455719,4.236796498298646
,,,100,174,0,20,2000,-7.1106248010668205,-8.315280385826089,100,BASE_ALPHAEDIT_W001 minus W0,200,10.14382766219962,0.9610130023956299,1.9128046393394473,9.715915143489838,21.01217419831082,23.591107367831274,-7.718752609521034,-16.752677694559097,-13.943468929082155,-7.403078258852474,-2.29879550933838,-1.4599637758731865,-10.14382766219962,-23.59110736783128,-21.012174198310824,-9.715915143489838,-1.9128046393394507,-0.9610130023956338,154,P,0,,,,,,,-7.718752609521034,-16.752677694559097,-13.943468929082155,-7.403078258852474,-2.29879550933838,-1.4599637758731865,H_diag_B1_R100_P200,20260924,100,0,2.425075052678585,-3.1341340065002443,-2.305455994606018,1.7103772163391113,10.453035368118433,12.185810997486108
,,,99,100,0,5,2000,-10.86403137936631,-12.341168690459716,100,BASE_ALPHAEDIT_W001 minus W0,100,17.80153903730883,7.007498289002106,9.531668245373295,17.9222873923718,25.921241524990183,27.496165876615613,-11.623762851350184,-20.540653597766067,-17.831383149465545,-11.7625448446488,-5.710404993442354,-4.66626682743953,-17.80153903730883,-27.49616587661556,-25.921241524990183,-17.9222873923718,-9.531668245373297,-7.007498289002104,95,R,0,,,,,,,-11.623762851350184,-20.540653597766067,-17.831383149465545,-11.7625448446488,-5.710404993442354,-4.66626682743953,H_diag_B1_R100_P200,20260924,99,0,6.177776185958646,-4.976740584373474,-2.059172940254211,6.40106516785454,14.179247248172759,16.343871298506862
,,,245,874,241,876,2000,-0.16282093096717515,-0.37717926111410743,87,BASE_ALPHAEDIT_W001 minus W0,1000,0.1164111090147635,-3.020172755285166,-1.3646830678917468,0.11444437503814697,1.5271585702896115,2.456255931854248,-0.26286781473399606,-2.9169689536094667,-1.6299715995788573,-0.16496135294437408,0.8502895593643187,2.711801462769508,0.1164111090147635,-3.020172755285166,-1.3646830678917468,0.11444437503814697,1.5271585702896115,2.456255931854248,9,N,11,,,,,,,-0.14645670571923255,-2.946015577316284,-1.5598548412322997,-0.08431077003479004,1.053298449516295,1.7662918853759761,N_diag1000,20260924,21,17,-0.26286781473399606,-2.9169689536094667,-1.6299715995788573,-0.16496135294437408,0.8502895593643187,2.711801462769508
0.002733961598162314,-7,-163,,,,,2000,-0.0009511816228041465,-0.005775131529662758,128,BASE_ALPHAEDIT_W001 minus W0,128,,,,,,,,,,,,,,,,,,,,GENERAL,,-0.003148357442114502,-0.033002359867095946,-0.020618641376495363,-0.001220107078552246,0.012987959384918197,0.02704158276319505,,,,,,,GeneralEval128,20260924,0,0,,,,,,
,,,52,219,49,226,2000,0.10095044807003431,-0.5287848485309269,256,BASE_ALPHAEDIT_W005 minus W0,256,-0.766773032328274,-11.10113390982151,-6.704701811075211,-0.5375615358352661,4.159309148788452,6.053687191009519,-0.21711809963926498,-5.608174443244934,-3.7362815737724304,-0.23957103490829468,3.9361023902893066,8.12843573093412,-0.766773032328274,-11.10113390982151,-6.704701811075211,-0.5375615358352661,4.159309148788452,6.053687191009519,8,BASE,15,,,,,,,-0.983891131967539,-7.10497395992279,-5.298563718795776,-0.7888247966766357,2.4399161338806152,4.329169559478759,BaseEval256,20260924,14,11,-0.21711809963926498,-5.608174443244934,-3.7362815737724304,-0.23957103490829468,3.9361023902893066,8.12843573093412
,,,0,10,0,10,2000,-0.479918664151972,-3.216532760196262,5,BASE_ALPHAEDIT_W005 minus W0,22,-0.09792166948318481,-2.933139543533325,-2.44614155292511,-0.10461103916168213,3.3517398834228502,3.671229677200317,-1.7932120128111406,-5.624576311111451,-4.402481174468994,-2.2767157554626465,1.2603301525115962,1.6881159067153926,0.09792166948318481,-3.6712296772003175,-3.3517398834228516,0.10461103916168213,2.4461415529251096,2.9331395435333247,2,P,2,,,,,,,-1.7932120128111406,-5.624576311111451,-4.402481174468994,-2.2767157554626465,1.2603301525115962,1.6881159067153926,H_active_variants,20260924,0,0,-1.8911336822943254,-4.872676849365234,-4.789284086227417,-2.078516960144043,0.9320888519287109,0.9320888519287109
,,,0,2,0,4,2000,1.2733978033065796,-1.140959886404184,5,BASE_ALPHAEDIT_W005 minus W0,11,-0.18272547288374466,-5.212224221229553,-4.098699688911438,-0.3409585952758789,2.383466601371765,2.7089151144027714,-0.04749618877064098,-3.6269583702087402,-3.293696880340576,0.17513179779052734,2.4444546699523926,2.67830286026001,0.18272547288374466,-2.708915114402771,-2.383466601371765,0.3409585952758789,4.098699688911438,5.212224221229555,0,R,2,,,,,,,-0.04749618877064098,-3.6269583702087402,-3.293696880340576,0.17513179779052734,2.4444546699523926,2.67830286026001,H_active_variants,20260924,0,0,-0.23022166165438565,-4.5272216796875,-4.5272216796875,-0.5546495914459229,3.738216996192932,5.169277119636537
