cell,arm,category,prompts,atwrite_success,final_success,loss,recovery,conditional_loss_den,paired_order_hash,nll_new_change_n,nll_new_change_mean,nll_new_change_median,nll_new_change_q25,nll_new_change_q75,nll_new_change_p90,nll_new_change_max,nll_true_change_n,nll_true_change_mean,nll_true_change_median,nll_true_change_q25,nll_true_change_q75,nll_true_change_p90,nll_true_change_max,margin_true_minus_new_change_n,margin_true_minus_new_change_mean,margin_true_minus_new_change_median,margin_true_minus_new_change_q25,margin_true_minus_new_change_q75,margin_true_minus_new_change_p90,margin_true_minus_new_change_max
LM,O,locality,10000,8078,7276,1124,322,8078,f242d5a845845202ac0ec162d1ea5b8afd7a76ca49651e644af9f449b1a74b51,10000,-1.8178730460738239,-1.1574769020080566,-3.2273067831993085,0,0.88318247795105009,16.074693884700537,10000,-0.03616690573443776,0,-1.1528875045478342,0.96287047863006614,2.8929371476173409,16.830895423889164,10000,1.7817061403393861,0.96092855930328325,-0.044145345687866211,3.4365753382444368,6.4420720100402864,22.522843630984426
LM,O,rephrase,2000,1807,1776,102,71,1807,a3823c1152b8c58e06b253520a4573e568d4931fe65430431bb9636ea4e07965,2000,-0.031721303706905034,0,-0.47195496596395975,0.14240685105323825,1.8008447647094743,16.558410983532667,2000,-0.79222627580736293,-0.33645272254943892,-2.0119864642620087,0.54780972003936879,2.1433372497558612,13.422789096832277,2000,-0.76050497210045798,-0.080657243728637695,-2.1603035349398878,0.95887812972068787,2.9829602956771857,18.185423970455304
LM,O,rewrite,1000,995,950,46,1,995,f4f6d988dc63d104fcb106a70a16c222fc0ca47aa2a170a462e764f045d30cc3,1000,0.80219053857594191,0.025569608318619451,0.0006610428681597003,0.38596411288017407,2.728864488500403,18.996434123255316,1000,-3.2304692208133639,-2.5739302635192889,-5.5945596098899841,-0.027927875518798384,0.61519060134887582,10.332607507705688,1000,-4.0326597593893059,-3.061789265659173,-6.5411860207095742,-0.2355954731610832,0.36505081560462754,12.684787658974527
LM,QCL,locality,10000,8260,7643,852,235,8260,f242d5a845845202ac0ec162d1ea5b8afd7a76ca49651e644af9f449b1a74b51,10000,-1.3542589797788183,-0.71068096160888627,-2.3750286102294909,0,0.80908555984497266,10.827352881431581,10000,-0.07101694893089007,0,-0.92567892372608185,0.61613908410072327,2.3678365413099551,17.116825537756085,10000,1.2832420308479282,0.50207284092903226,-0.13540112972259499,2.4198590386658898,5.1087562678381806,21.128147780895233
LM,QCL,rephrase,2000,1721,1755,57,91,1721,a3823c1152b8c58e06b253520a4573e568d4931fe65430431bb9636ea4e07965,2000,-0.2912792719205754,-0.0068746233009732999,-0.62890434078872193,0.037171924253925695,0.88412313759327044,14.973680973052979,2000,0.094588979999156442,0,-0.88737356662750244,1.0144979953765849,2.7565488815307626,11.535560965538025,2000,0.38586825191973184,0.10256961733102798,-0.68228715471923351,1.5629861354827881,3.5269025865942245,16.211322546005249
LM,QCL,rewrite,1000,986,986,11,11,986,f4f6d988dc63d104fcb106a70a16c222fc0ca47aa2a170a462e764f045d30cc3,1000,0.15173790359889244,0,-0.0019166676211171245,0.016962548485025725,0.28914568403852176,12.344735580845736,1000,-0.4171201326102017,0,-1.3893842697143541,0.86505270004272239,2.4002578735351565,10.928169250488281,1000,-0.56885803620909425,0,-1.5297181815258227,0.88783586103818379,2.4053351592519912,15.598332405090332
LM,NQFIX,locality,10000,7449,6232,1781,564,7449,f242d5a845845202ac0ec162d1ea5b8afd7a76ca49651e644af9f449b1a74b51,10000,-1.715534463909443,-1.2654944658279421,-3.9213639497756954,0.16494393348693781,2.2549352169036867,14.332736849784851,10000,0.64011622420917269,0.30021595954895008,-0.89677906036376887,2.383153200149537,4.4518403649330143,15.125502586364746,10000,2.3556506881186157,1.6690761744976048,0,4.8784809112548828,8.1350510697811842,21.579623460769653
LM,NQFIX,rephrase,2000,1910,1462,475,27,1910,a3823c1152b8c58e06b253520a4573e568d4931fe65430431bb9636ea4e07965,2000,2.5298548737274524,1.6431712955236435,0.041059276089072116,4.5467937365174294,7.2010263895383115,14.999656409025192,2000,-3.2994464321332053,-2.8275263309478769,-5.8701498508453369,-0.05043375492095814,0.8968306541442882,13.36474084854126,2000,-5.8293013058606578,-5.2235802011564365,-9.518576322006993,-1.3334490079432726,0,13.282682538032532
LM,NQFIX,rewrite,1000,1000,756,244,0,1000,f4f6d988dc63d104fcb106a70a16c222fc0ca47aa2a170a462e764f045d30cc3,1000,3.3829437961681288,2.4699133579852059,0.27885669662282453,5.3770587991675702,8.1703655738034282,17.605667129988433,1000,-6.6942711442406289,-6.8860347270965567,-9.9031112194061279,-3.1157870292663583,0,7.3559474945068359,1000,-10.077214940408759,-10.542392258590553,-14.563153177314231,-5.1777807823527837,0,2.068595539778471
LM,ORBFH,locality,10000,8012,7310,985,283,8012,f242d5a845845202ac0ec162d1ea5b8afd7a76ca49651e644af9f449b1a74b51,10000,-1.3734746221722307,-0.75546422600746066,-2.4595717191696154,0,1.0017251968383782,17.702034950256348,10000,0.12506275526911487,0,-0.88365888595581077,0.94455289840698375,2.9063543677330026,16.855145514011383,10000,1.4985373774413455,0.63309955596923828,-0.13532167673110962,2.8188812434673309,5.7524442195892362,25.429743590764701
