role,identity,raw_value,context_nll,context_weight
Base,2f0e80096b7eb68f6ba3748cef1eab5f04f3d9ae20ea8043158a7e1abc98610d,0.06950501352548599,12.49588680267334,0.0078125
Base,3e4e1d9f967be40e9be05af3d5056c9d98de242bdfed229105368564fef5c0ee,0.08658889681100845,7.2045769691467285,0.0078125
Base,e6347c0b84dd682149066e727044a0e6c7c419afe31427f22586bb56a18bb192,0.5819185376167297,11.181894302368164,0.0078125
Base,97c2b109a4fd150a7df3c686a419264b69214899c5a3ac9c1ed72d8d88906f44,0.7138341665267944,2.1084494590759277,0.0078125
Base,9edf9922d50c82625169e74f7260ffc8d74b091fd5725846588ee1024499a43c,0.1781812161207199,4.2898712158203125,0.0078125
Base,4f05e7d0f87cb4069b54394274a5737e4eface0276f0f1476eb0161a067060ca,0.793628990650177,9.912254333496094,0.0078125
Base,061b9a3b39de723a072c0483692fef00e06f69e3698b1acdb89f29545ed8450a,0.3397846221923828,9.261859893798828,0.0078125
Base,65210bab541bb4f184be5b0d7c88a3a8f635bf86e07d6a60d33244e0befc16cc,0.26252496242523193,0.002933486830443144,0.0078125
Base,f60f991f229a8cb28cf6c6078c1949c6813e45ef2736b3c60c5ddf87a82dc3ed,0.19586218893527985,4.653563976287842,0.0078125
Base,d3754387110bc10b6307f6c1a7076861a10d62698a76ca28fb5bb725a2e6f139,0.06753909587860107,8.748291015625,0.0078125
Base,bbdbf17c11e1e6fae8a9ec7a326767a3cc07549aa11dd9dd29e44922a93430c3,0.10453588515520096,1.9522697925567627,0.0078125
Base,764033a092b77efa2e8ce9866a22a2e60c325bfb79c9aa45e343d1ef8b13dc56,2.0951876640319824,11.399820327758789,0.0078125
Base,158236aaf0d365336f13989451a6a576864780dd31f9c69a24cd9630b2245967,0.04691864550113678,2.3729238510131836,0.0078125
Base,33f79cce25573e4bd68b0c3b2c149e873cb8c3de86161037adbaac2d130264ba,2.324511766433716,2.481779098510742,0.0078125
Base,a28bb5f38df84d5a104179a4cfee3066301b3df4f92c2b09ad18e46b86def73f,1.3267080783843994,5.601397514343262,0.0078125
Base,811bbc68082a1e82b66e1ac420c0fd53ad8995d7023edff877aa067f462682b3,0.0024207248352468014,10.846091270446777,0.0078125
Base,26d12af360d531dd2d58f8013e35b97f4263eb810207b4fe47d37311d9bbea7a,0.013737034052610397,8.96759033203125,0.0078125
Base,b4195bb9ed99eb28edc9e935db4de0860d5a77ed6cd2e498daf161501fa5274f,0.012436740100383759,6.521295547485352,0.0078125
Base,7e489e23d53c60a05678320ce30efc00e403907c93282d936890c6da2bde3011,0.028647789731621742,4.966953277587891,0.0078125
Base,f4926598e3400011727124b03a71a2dcfd67d4d9ccd5e614973a6e431f2c4039,0.20746105909347534,6.490960597991943,0.0078125
Base,d6f0d66de4a6a74316471e1dd090bdf619587e1a9901886fca4434a8765b5b04,0.0629386231303215,0.27381205558776855,0.0078125
Base,54b5c67d6269a270970a956732c528f85decea595fcf7e7b34bc0f27a0bd2559,1.7928650379180908,7.635519981384277,0.0078125
Base,c4de8a0678e5f837fe6543eedbc01c543228b43fbf1316c6709fcc8e5d254a34,0.33633941411972046,4.272633075714111,0.0078125
Base,94a59c457656d5c99b9ec091cdea1214270cd31678b0a481fd8040e9ec512478,0.322437047958374,0.23658844828605652,0.0078125
