arm,provenance,batch,native_targets,native_solves,native_key_calls,actual_Adam,loss_evaluations,inner_history,final_history,native_seconds,z_seconds,native_keys_seconds,readout_seconds,solve_seconds,map_seconds,screen_seconds,history_seconds,selected_evaluation_seconds,current_gradient_total,current_gradient_FB,S64_gradient_total,S64_gradient_FB,S64_teacher_read,current_gradient_forwards,current_gradient_backwards,current_gradient_input_tokens,current_gradient_scored_tokens,S64_gradient_forwards,S64_gradient_backwards,S64_gradient_scored_tokens,corrected_candidate_forward_current,corrected_candidate_forward_S64,pure_writer,checkpoint_IO,peak_GPU_allocated
CAP10,NEW_CHAIN_CPU_REDUCTION,1,100,1,1,2400,2500,0,1,289.91439309716225,274.03831611480564,4.21681017242372,0.6289281966164708,0.159100579097867,0.37785190995782614,77.21886951010674,14.414599343203008,23.13769991323352,1.1345044458284974,NOT_SEPARATELY_TIMED,16.01622177567333,12.410418827086687,3.5557809295132756,7,7,865,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP10,NEW_CHAIN_CPU_REDUCTION,2,100,1,1,2400,2500,0,1,304.3892152654007,288.4244260760024,3.5965178329497576,0.37813258543610573,0.12002349551767111,0.3261346332728863,76.46893617883325,14.832695139572024,43.568598465994,0.9553700480610132,NOT_SEPARATELY_TIMED,14.572570401243865,12.4491823958233,2.0624947706237435,7,7,915,102,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP10,NEW_CHAIN_CPU_REDUCTION,3,100,1,1,2400,2500,0,1,294.6938210185617,279.00992684438825,3.645575768314302,0.436264481395483,0.12001877184957266,0.4011804461479187,75.01435365341604,13.918894370086491,58.1953231645748,0.9634166248142719,NOT_SEPARATELY_TIMED,14.751468361355364,12.39782416075468,2.295785159803927,7,7,881,102,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP10,NEW_CHAIN_CPU_REDUCTION,4,100,1,1,2400,2500,0,1,299.1991331819445,284.67552721779794,3.6556724086403847,0.4343149960041046,0.12000602204352617,0.3454804290086031,69.34329887200147,9.5940114967525,72.50891757104546,0.9400775982066989,NOT_SEPARATELY_TIMED,14.687028519809246,12.433265616185963,2.2058270014822483,7,7,882,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP10,NEW_CHAIN_CPU_REDUCTION,5,100,1,1,2400,2500,0,1,292.3626070395112,278.4581572348252,3.7314941911026835,0.434322539716959,0.12004972342401743,0.3190005347132683,75.53294624015689,14.45015237107873,193.17613740917295,0.975358983501792,NOT_SEPARATELY_TIMED,14.876359484158456,12.400871867313981,2.4180887704715133,7,7,878,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP10,NEW_CHAIN_CPU_REDUCTION,6,100,1,1,2400,2500,0,1,299.71047262940556,284.6455227108672,3.8029031846672297,0.43424899503588676,0.11997196078300476,0.32751796022057533,74.79296849109232,15.101186409592628,106.2411593394354,0.9800371034070849,NOT_SEPARATELY_TIMED,14.814347612671554,12.45138293877244,2.303119720891118,7,7,901,104,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP10,NEW_CHAIN_CPU_REDUCTION,7,100,1,1,2400,2500,0,1,297.2228519478813,282.58071732893586,3.772460031323135,0.433952565304935,0.11994187161326408,0.4371754741296172,60.0401033051312,11.57656672038138,120.92464210558683,0.9756186855956912,NOT_SEPARATELY_TIMED,14.331113590858877,12.412537270225585,1.8493897542357445,7,7,914,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP10,NEW_CHAIN_CPU_REDUCTION,8,100,1,1,2400,2500,0,1,297.85201715584844,283.9809792935848,3.8472161293029785,0.4979972457513213,0.12002503499388695,0.3192555280402303,66.0662453705445,12.302830312401056,135.3348352862522,1.0125441178679466,NOT_SEPARATELY_TIMED,14.586389896459877,12.411599915474653,2.1223943810909986,7,7,905,102,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP10,NEW_CHAIN_CPU_REDUCTION,9,100,1,1,2400,2500,0,1,286.8012196784839,274.08592709340155,3.474655576981604,0.37747577857226133,0.11987821292132139,0.43195475824177265,64.89857685845345,12.08671016432345,149.10418341308832,0.9468049751594663,NOT_SEPARATELY_TIMED,14.587503021582961,12.38584210537374,2.1549465591087937,7,7,860,100,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP10,NEW_CHAIN_CPU_REDUCTION,10,100,1,1,2400,2500,0,1,295.93076470214874,281.1163307260722,3.762134508229792,0.4769194833934307,0.12001703586429358,0.37042495887726545,76.79493898898363,14.272491618990898,357.4690480371937,1.0322711057960987,NOT_SEPARATELY_TIMED,15.788580899126828,12.4317411435768,3.298206436447799,7,7,891,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,1,100,1,1,2400,2500,0,1,289.09042339771986,273.3784415591508,4.214712265878916,0.6291714562103152,0.15447545144706964,0.31519927829504013,76.97281785681844,14.885221646167338,23.199779313988984,1.1308087343350053,NOT_SEPARATELY_TIMED,15.693948489613831,12.412138358689845,3.230393289588392,7,7,865,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,2,100,1,1,2400,2500,0,1,304.32860885653645,288.3353226017207,3.599593107588589,0.3781257886439562,0.12010505422949791,0.32081679347902536,75.19309498742223,14.33954765740782,43.72957207262516,0.9709960576146841,NOT_SEPARATELY_TIMED,14.501688689924777,12.44866175018251,1.9933064077049494,7,7,915,102,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,3,100,1,1,2400,2500,0,1,294.81656292732805,279.2998875780031,3.64573975186795,0.4367504809051752,0.12000510469079018,0.37775711063295603,76.31933327484876,13.929983736947179,58.294829609803855,0.9649153910577297,NOT_SEPARATELY_TIMED,14.641836033202708,12.398011757060885,2.18536707572639,7,7,881,102,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,4,100,1,1,2400,2500,0,1,301.8840275891125,286.3276394652203,3.6603023018687963,0.43449034821242094,0.12007496133446693,0.3200607653707266,75.83186131156981,14.039349848404527,74.37687562033534,0.9732203939929605,NOT_SEPARATELY_TIMED,14.670439708977938,12.427532117813826,2.184281720779836,7,7,882,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,5,100,1,1,2400,2500,0,1,294.82601824309677,279.4396456014365,3.733137904666364,0.4343559732660651,0.12001686170697212,0.3502838993445039,76.06146100070328,14.387200303375721,196.67035731859505,0.9815248250961304,NOT_SEPARATELY_TIMED,14.576913578435779,12.40525168646127,2.1110732555389404,7,7,878,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,6,100,1,1,2400,2500,0,1,301.23362548463047,285.14390393998474,3.8004778372123837,0.4337628027424216,0.11995965149253607,0.4490630803629756,74.68491734936833,14.873834249563515,105.11388334538788,0.9764737775549293,NOT_SEPARATELY_TIMED,14.63062496855855,12.448576340451837,2.1222438141703606,7,7,901,104,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,7,100,1,1,2400,2500,0,1,299.55834775883704,283.6742956349626,3.7703139195218682,0.4345345785841346,0.119985306635499,0.41032325848937035,75.29488094430417,14.667694186791778,121.76295369397849,0.9788845889270306,NOT_SEPARATELY_TIMED,14.49557575583458,12.412423375993967,2.021696049720049,7,7,914,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,8,100,1,1,2400,2500,0,1,300.53560876101255,284.75571366678923,3.853303606621921,0.4989643506705761,0.12002769764512777,0.3575736917555332,74.98654954507947,14.659397811628878,137.82515915296972,1.0036360435187817,NOT_SEPARATELY_TIMED,14.469201592728496,12.380836058408022,2.0296763367950916,7,7,905,102,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,9,100,1,1,2400,2500,0,1,296.6300322962925,275.54050226695836,3.4863988775759935,0.3782249093055725,0.11986331548541784,0.4369977358728647,93.79716668836772,14.769561645574868,154.70610119681805,0.969046481885016,NOT_SEPARATELY_TIMED,28.898208420723677,12.461898112669587,16.37187137082219,7,7,860,100,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
CAP100,NEW_CHAIN_CPU_REDUCTION,10,100,1,1,2400,2500,0,1,297.1016416493803,281.3636197047308,3.765992635861039,0.4765738295391202,0.11995825916528702,0.4266466470435262,76.08267047721893,15.17605184391141,353.43680468108505,1.03824751265347,NOT_SEPARATELY_TIMED,31.081285181455314,12.48570104688406,18.529038918204606,7,7,891,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,1,100,1,1,2400,2500,0,1,290.0952077321708,274.0556570440531,4.213815446011722,0.6291465358808637,0.16343452129513025,0.31181384064257145,77.00490475818515,14.162094640545547,23.5057004224509,1.128170495852828,NOT_SEPARATELY_TIMED,15.827914787456393,12.424191596917808,3.353088840842247,7,7,865,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,2,100,1,1,2400,2500,0,1,303.0345548223704,287.87525805458426,3.5950073432177305,0.37736632116138935,0.12002073507755995,0.31038295943289995,70.79521136265248,13.046914734877646,42.56729704514146,0.9655418647453189,NOT_SEPARATELY_TIMED,14.69527084659785,12.432513389736414,2.2112378738820553,7,7,915,102,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,3,100,1,1,2400,2500,0,1,292.80243334453553,278.4113783398643,3.6496273539960384,0.4363413695245981,0.11990643199533224,0.3137601763010025,70.32233604416251,12.732145699672401,57.36274167150259,0.9600582998245955,NOT_SEPARATELY_TIMED,14.538439163938165,12.405796396546066,2.0786762330681086,7,7,881,102,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,4,100,1,1,2400,2500,0,1,300.98774314206094,285.653488798067,3.659044286236167,0.43431334290653467,0.12005795445293188,0.31085188779979944,74.33338244631886,14.136648979038,74.93004722613841,0.9501385800540447,NOT_SEPARATELY_TIMED,14.66980147920549,12.423659468069673,2.189246153458953,7,7,882,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,5,100,1,1,2400,2500,0,1,294.71497001871467,279.16491278540343,3.732003865763545,0.43415517173707485,0.12000137288123369,0.40616008546203375,75.68910368531942,14.051827704533935,196.68408126197755,0.9810486417263746,NOT_SEPARATELY_TIMED,14.584459743462503,12.396369150839746,2.12901312392205,7,7,878,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,6,100,1,1,2400,2500,0,1,299.8103645481169,284.4053053408861,3.8033110927790403,0.4343184204772115,0.11990967206656933,0.31142306234687567,75.74133260454983,14.229904194362462,106.52686463855207,0.9781616190448403,NOT_SEPARATELY_TIMED,14.78646982088685,12.424442050978541,2.3024268709123135,7,7,901,104,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,7,100,1,1,2400,2500,0,1,299.0105979675427,283.5357881691307,3.7705457555130124,0.43399427365511656,0.12000348512083292,0.4084304440766573,75.09712673444301,13.9044718593359,120.98081129137427,0.9804809875786304,NOT_SEPARATELY_TIMED,14.909000885672867,12.413926989771426,2.435820252634585,7,7,914,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,8,100,1,1,2400,2500,0,1,300.7710391897708,285.29458992369473,3.851422958076,0.4992052372545004,0.12004097457975149,0.32002419140189886,76.19345536641777,12.332592755556107,135.35708063002676,1.0271510062739253,NOT_SEPARATELY_TIMED,14.664567358791828,12.430875356309116,2.1730345943942666,7,7,905,102,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,9,100,1,1,2400,2500,0,1,290.5476364325732,275.77148011513054,3.4741864698007703,0.37741428706794977,0.11995779071003199,0.4437260525301099,74.10053750593215,13.687533400952816,152.27847872953862,0.9695709105581045,NOT_SEPARATELY_TIMED,14.93615921586752,12.403861050494015,2.474642335437238,7,7,860,100,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,10,100,1,1,2400,2500,0,1,296.7812687130645,281.8159554079175,3.7676169462502003,0.4764955434948206,0.12000301107764244,0.3267734097316861,75.41415139194578,15.145987396128476,354.3271908145398,1.0435316618531942,NOT_SEPARATELY_TIMED,16.519206115975976,12.441118310205638,4.0125989113003016,7,7,891,101,64,64,8192,21,192,NOT_SEPARATED,NOT_SEPARATELY_TIMED,38208243200
