branch,path,status,owner,reason,direct_merge_conflict,required_decision
codex/odeeditsh2-ode-bf-v1,.codex/agents/default.toml,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,True,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/locks/numerical_lock_p1r5_coldstart.json,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/locks/source_manifest_p1r4_solver_obs.json,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/locks/source_manifest_p1r5_coldstart.json,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/locks/source_manifest_p1r5_coldstart_r1.json,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/p1_adaptive_runtime.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,True,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/p1_backend.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/p1_bootstrap.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/p1_observability.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/p1_runtime.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,True,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/routing_telemetry.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/target_new_nll.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,True,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/tests/test_p1_bootstrap.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/tests/test_p1_coldstart_runtime.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/tests/test_p1_coldstart_submission.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/tests/test_p1_observability.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/tests/test_p1_observability_submission.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/tests/test_routing_telemetry.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/ode_bf/tests/test_target_new_nll.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,True,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/session04_ode_bf_p1_coldstart.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/session04_ode_bf_p1_coldstart.sbatch,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/session04_ode_bf_p1_coldstart_dry_plan.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/session04_ode_bf_p1_coldstart_r1.py,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
codex/odeeditsh2-ode-bf-v1,project/run_scripts/session04_ode_bf_p1_coldstart_r1.sbatch,CONFLICT_REQUIRES_DECISION,SH2/legacy-shared-runtime,read-only three-way merge detects evolved shared runtime conflicts; preserve current main and sealed report values; select legacy port/archival scope before semantic resolution,False,versioned legacy port/archive vs leave historical branch; no science rerun
