accuracy,case_index,depth,rephrase_w_minus_z_nll_gap,request_index,request_sha256,rewrite_w_minus_z_nll_gap,w_locality_nll,w_locality_success,w_rephrase_margin,w_rephrase_nll,w_rephrase_strict_success,w_rewrite_margin,w_rewrite_nll,w_rewrite_success,z_rephrase_margin,z_rephrase_nll,z_rephrase_strict_success,z_rewrite_margin,z_rewrite_nll,z_rewrite_success
NOT_RECORDED,1,IL8-FULL,0.0244140625,0,285a3add6f31d8546b0d76689a016bc0f9f7d8e58c95f54e87bba48ad5cabc65,7.2479248046875e-05,"[10.5, 10.0, 9.375, 6.90625, 11.0625, 10.625, 7.5625, 9.25, 9.25, 13.0]",0,"[11.84765625, 6.8125]","[0.46484375, 8.125]",1,15.8741455078125,0.0008544921875,1,"[11.896484375, 6.8125]","[0.416015625, 8.125]",1,16.249217987060547,0.000782012939453125,1
NOT_RECORDED,1,IL8-FULL,-0.00079345703125,1,6abbaf2496b409f11036390da3b47c9272a243b8a164ca3d9f9a65fafbec985d,-4.57763671875e-05,"[6.59375, 5.9375, 11.875, 6.28125, 6.71875, 10.75, 7.71875, 10.3125, 9.6875, 8.375]",0,"[13.67596435546875, 11.9798583984375]","[0.01153564453125, 0.0201416015625]",1,17.749582290649414,0.0004177093505859375,1,"[13.23468017578125, 12.2320556640625]","[0.01531982421875, 0.0179443359375]",1,17.624536514282227,0.0004634857177734375,1
NOT_RECORDED,1,IL8-FULL,0.0224609375,2,9e6706cd1a722d31b1dbfa3eba84ea86ef6cdb2c3c17d63b21f5cc7e76ef6e7d,0.00026702880859375,"[16.875, 15.0, 15.875, 16.0, 15.875, 14.375, 15.875, 16.5, 15.125, 16.375]",1,"[15.27490234375, 7.859375]","[0.03759765625, 3.640625]",1,18.498001098632812,0.0019989013671875,1,"[15.08544921875, 7.96875]","[0.03955078125, 3.59375]",1,18.498268127441406,0.00173187255859375,1
NOT_RECORDED,1,IL8-FULL,-0.01171875,3,90537afae22e47988418137733b2bba6fe78ac3f2cf3e8a710430cb784b35dc9,-3.62396240234375e-05,"[9.5625, 13.125, 9.3125, 12.3125, 8.0625, 7.5625, 8.8125, 10.5, 9.1875, 11.3125]",1,"[0.625, 0.9375]","[7.375, 0.78125]",1,13.437248229980469,0.00025177001953125,1,"[0.65625, 0.9375]","[7.40625, 0.7734375]",1,13.312211990356445,0.0002880096435546875,1
NOT_RECORDED,1,IL8-FULL,-5.340576171875e-05,4,a77982960263f0dfb48efd2b8425a460b3d20430fb61ce562f7e2ffbbd3561fd,2.09808349609375e-05,"[8.5, 7.34375, 5.96875, 6.59375, 8.75, 9.0625, 16.125, 6.125, 16.875, 10.8125]",0,"[20.748573303222656, 19.373626708984375]","[0.00142669677734375, 0.001373291015625]",1,22.499515533447266,0.000484466552734375,1,"[20.49847412109375, 19.373619079589844]","[0.00152587890625, 0.00138092041015625]",1,22.374536514282227,0.0004634857177734375,1
NOT_RECORDED,1,IL8-FULL,0.0078125,5,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,-3.0517578125e-05,"[12.875, 12.375, 12.3125, 13.0, 11.625, 11.9375, 10.625, 11.125, 15.125, 5.75]",1,"[8.81640625, 4.03125]","[0.55859375, 4.15625]",1,13.936309814453125,0.001190185546875,1,"[8.83203125, 4.15625]","[0.60546875, 4.09375]",1,13.873779296875,0.001220703125,1
NOT_RECORDED,1,IL8-FULL,-0.02001953125,6,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,0.0004119873046875,"[20.0, 17.875, 15.0, 16.25, 19.125, 21.875, 21.125, 14.25, 16.75, 18.0]",1,"[1.28125, 8.23583984375]","[6.40625, 0.07666015625]",1,13.68408203125,0.00341796875,1,"[1.28125, 8.10205078125]","[6.4375, 0.08544921875]",1,13.809494018554688,0.0030059814453125,1
NOT_RECORDED,1,IL8-FULL,0.001617431640625,7,05dcb1cec09134d2efacd122ce09e701a8db7624e92b7aacd3194a7f4fdb415c,3.814697265625e-06,"[18.25, 14.6875, 18.875, 16.875, 14.75, 14.6875, 17.0, 16.5, 17.375, 14.4375]",1,"[6.6328125, 12.86590576171875]","[0.5546875, 0.00909423828125]",1,16.37448501586914,0.000514984130859375,1,"[6.63671875, 12.865234375]","[0.55078125, 0.009765625]",1,16.499488830566406,0.00051116943359375,1
NOT_RECORDED,1,IL8-FULL,0.01416015625,8,db99bc188dd5a31df5e5c30a1acc5379a51ae45dff15346ebc2be90a1d016ffb,-1.9073486328125e-06,"[15.625, 11.0, 14.75, 8.4375, 11.3125, 10.625, 9.75, 12.375, 13.75, 14.125]",1,"[2.2578125, 2.9365234375]","[1.8046875, 0.1728515625]",1,11.874732971191406,0.00026702880859375,1,"[2.25, 3.00390625]","[1.78125, 0.16796875]",1,11.874731063842773,0.0002689361572265625,1
NOT_RECORDED,1,IL8-FULL,-0.08984375,9,4042d278f9a0433f41f891fcbc391eee910a5adfea1cc73f3792d75698ffdd46,-0.000133514404296875,"[9.25, 9.375, 7.625, 8.0625, 12.875, 8.6875, 10.75, 10.5625, 9.5, 10.5]",1,"[3.9375, 5.9921875]","[5.625, 1.5703125]",1,12.31155014038086,0.000949859619140625,1,"[4.0, 5.8125]","[5.625, 1.75]",1,12.186416625976562,0.0010833740234375,1
NOT_RECORDED,2,IL8-FULL,0.01708984375,0,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,0.0,"[10.4375, 10.0, 14.75, 11.25, 10.0, 6.03125, 4.9375, 4.5625, 5.625, 1.8046875]",0,"[-0.875, 11.3154296875]","[3.59375, 0.1845703125]",0,18.124069213867188,0.0009307861328125,1,"[-0.8125, 10.912109375]","[3.53125, 0.212890625]",0,18.249069213867188,0.0009307861328125,1
NOT_RECORDED,2,IL8-FULL,0.03515625,1,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,1.1444091796875e-05,"[16.875, 18.75, 10.625, 14.0, 11.9375, 18.25, 11.9375, 18.75, 11.6875, 12.9375]",1,"[4.1953125, 3.875]","[0.7109375, 2.09375]",1,11.374378204345703,0.000621795654296875,1,"[4.109375, 3.9375]","[0.703125, 2.03125]",1,11.1868896484375,0.0006103515625,1
NOT_RECORDED,2,IL8-FULL,0.04052734375,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,0.00054931640625,"[9.3125, 22.5, 19.375, 19.625, 20.875, 17.25, 12.75, 21.625, 8.9375, 13.6875]",1,"[10.2646484375, 4.5625]","[0.1728515625, 8.25]",1,15.995086669921875,0.004913330078125,1,"[10.345703125, 4.625]","[0.154296875, 8.1875]",1,16.120635986328125,0.004364013671875,1
NOT_RECORDED,2,IL8-FULL,-0.015625,3,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,0.0002593994140625,"[11.9375, 15.0, 9.9375, 8.0, 8.1875, 11.75, 8.625, 7.46875, 7.25, 11.8125]",0,"[6.296875, -0.75]","[1.234375, 5.21875]",0,9.936119079589844,0.00138092041015625,1,"[6.109375, -0.8125]","[1.234375, 5.25]",0,10.186378479003906,0.00112152099609375,1
NOT_RECORDED,2,IL8-FULL,-0.0233154296875,4,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,0.0001373291015625,"[6.0, 7.90625, 6.15625, 6.25, 8.5, 5.84375, 5.59375, 3.6875, 7.5, 5.875]",1,"[6.4365234375, 5.0078125]","[0.0322265625, 1.0546875]",1,10.435653686523438,0.0018463134765625,1,"[6.311767578125, 4.9296875]","[0.031982421875, 1.1015625]",1,10.373291015625,0.001708984375,1
NOT_RECORDED,2,IL8-FULL,0.0069580078125,5,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,-0.0001220703125,"[10.3125, 7.4375, 10.0625, 9.9375, 13.75, 8.4375, 7.96875, 11.75, 12.4375, 13.6875]",0,"[13.5830078125, 10.62109375]","[0.0419921875, 0.12890625]",1,17.99895477294922,0.00104522705078125,1,"[13.709228515625, 10.7587890625]","[0.040771484375, 0.1162109375]",1,18.12383270263672,0.00116729736328125,1
NOT_RECORDED,2,IL8-FULL,0.05450439453125,6,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,-7.62939453125e-06,"[1.625, 5.8125, 5.25, 6.53125, 3.25, 3.359375, 3.140625, 3.6875, 1.5625, 7.875]",0,"[3.859375, 7.8221435546875]","[3.859375, 0.0216064453125]",1,13.874015808105469,0.00098419189453125,1,"[4.0625, 7.88427734375]","[3.75, 0.02197265625]",1,13.936508178710938,0.0009918212890625,1
NOT_RECORDED,2,IL8-FULL,0.00048828125,7,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,3.814697265625e-05,"[0.74609375, 18.0, 15.75, 15.375, 16.125, 19.0, 18.125, 15.875, 16.5, 17.75]",0,"[14.0322265625, 11.7158203125]","[0.2177734375, 0.2216796875]",1,19.62328338623047,0.00171661376953125,1,"[14.033203125, 11.8408203125]","[0.216796875, 0.2216796875]",1,19.498321533203125,0.001678466796875,1
NOT_RECORDED,2,IL8-FULL,-0.03125,8,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,0.0003204345703125,"[13.625, 15.5, 13.75, 17.25, 14.25, 16.25, 15.3125, 12.75, 13.0625, 17.0]",1,"[10.265625, 2.0625]","[0.671875, 4.875]",1,14.68463134765625,0.00286865234375,1,"[10.265625, 2.03125]","[0.671875, 4.9375]",1,14.934951782226562,0.0025482177734375,1
NOT_RECORDED,2,IL8-FULL,0.0078125,9,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,1.1444091796875e-05,"[12.3125, 9.625, 12.8125, 6.3125, 3.1875, 7.0625, 4.25, 6.9375, 11.75, 6.75]",0,"[2.0625, -0.421875]","[3.1875, 4.28125]",0,16.499370574951172,0.000629425048828125,1,"[2.203125, -0.390625]","[3.171875, 4.28125]",0,16.74938201904297,0.00061798095703125,1
NOT_RECORDED,3,IL8-FULL,0.265625,0,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,0.0006103515625,"[9.5, 8.125, 7.5625, 2.40625, 9.125, 10.0625, 7.46875, 10.9375, 10.3125, 5.59375]",0,"[12.421875, 11.09375]","[2.328125, 4.40625]",1,23.121688842773438,0.0033111572265625,1,"[12.890625, 11.21875]","[2.046875, 4.15625]",1,23.372299194335938,0.0027008056640625,1
NOT_RECORDED,3,IL8-FULL,0.09307861328125,1,c4c0883e808830f850159906afcefc21c16dcd760fd4acf68e0181ad9745b79a,0.0001926422119140625,"[9.6875, 16.25, 5.4375, 9.5, 13.0625, 10.5625, 16.375, 8.0, 9.25, 8.0]",1,"[1.5, 5.7625732421875]","[10.6875, 0.0186767578125]",1,11.186882019042969,0.00061798095703125,1,"[1.4375, 5.38623046875]","[10.5, 0.02001953125]",1,11.374574661254883,0.0004253387451171875,1
