cell_id,model,writer_family,arm,sweep,layer,visit_ordinal,action_geometry_status,native_creg_action_status,built_state_version,command_reference_state_version,resulting_state_version,semantic_all_strict,semantic_request_strict_count,semantic_request_count,semantic_strict_event_count,semantic_event_count,semantic_tie_count,build_identity,keys_sha256,residual_sha256,solver_identity,virtual_state_identity_sha256,actual_reduction,actual_transition_norm_mean,applied_update_frobenius,applied_update_frobenius_squared,coefficient_u,command_norm_mean,direction_frobenius,direction_frobenius_squared,discretization_defect,entry_sublevel_violation,euler_alpha,factor_rank,g,model_error_norm_mean,potential_after,potential_before,predicted_reduction,predicted_transition_norm_mean,r,realization_error_norm_mean,residual_denominator,residual_norm_mean_after,residual_norm_mean_before,resolution_stable_path_increment_frobenius_squared,response_norm_mean,writer_command_norm_mean,per_request_D_R0_recorded_count,per_request_D_R0_mean,per_request_D_R0_median,per_request_D_R0_p90,per_request_D_R0_max,per_request_D_model_R0_recorded_count,per_request_D_model_R0_mean,per_request_D_model_R0_median,per_request_D_model_R0_p90,per_request_D_model_R0_max,per_request_actual_potential_change_recorded_count,per_request_actual_potential_change_mean,per_request_actual_potential_change_median,per_request_actual_potential_change_p90,per_request_actual_potential_change_max,per_request_g_recorded_count,per_request_g_mean,per_request_g_median,per_request_g_p90,per_request_g_max,per_request_q_res_recorded_count,per_request_q_res_mean,per_request_q_res_median,per_request_q_res_p90,per_request_q_res_max,per_request_r_recorded_count,per_request_r_mean,per_request_r_median,per_request_r_p90,per_request_r_max,per_request_response_orthogonal_R0_squared_recorded_count,per_request_response_orthogonal_R0_squared_mean,per_request_response_orthogonal_R0_squared_median,per_request_response_orthogonal_R0_squared_p90,per_request_response_orthogonal_R0_squared_max,per_request_writer_command_R0_squared_recorded_count,per_request_writer_command_R0_squared_mean,per_request_writer_command_R0_squared_median,per_request_writer_command_R0_squared_p90,per_request_writer_command_R0_squared_max,per_request_zero_command_cross_response_R0_squared_recorded_count,per_request_zero_command_cross_response_R0_squared_mean,per_request_zero_command_cross_response_R0_squared_median,per_request_zero_command_cross_response_R0_squared_p90,per_request_zero_command_cross_response_R0_squared_max,actual_potential_worsened_count,metric_defined_count,metric_skipped_zero_command_count
0,llama3-8b-inst,MEMIT,QCL,0,4,0,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,0,0,1,False,0,100,8,606,0,6b7bad0b167497d4c5a14315d39cc85fe717733d5057d766655ff17a316bedef,778255a01a9eba5d10ff02a1f8409b2907dab42b1102e9e64ebd86fc0c0baccc,5867cf73816e066f4d7881e01d07f69834e386d98a7b46afda2c831eaf8b9362,fe5dee870f61afc9b427dfe4a505ed0f45d2b2b9163fb7888c19399d4b7cc0b6,bda42daf45caba4c8a6f86f507759f238cf947b8630f9b7e6219ff11f99ed243,0.017565479697352004,0.28720111829213774,0.65494795684246154,0.42895682617211489,1,1.1299449090432274,2.6197918273698462,6.8633092187538383,0,0,0.25,100,,,0.48243465766300686,0.50000013736035887,,,,1.0778181019031166,5,4.4381584470185693,4.5197796361729097,1.7158273046884596,,0.22598898180778634,100,0.057063533984005294,0.057078472746514369,0.060252447144802691,0.06460857091921933,0,,,,,100,-0.017565479697352074,-0.01777719159162883,-0.0097015809521849954,-0.0059959589725079119,0,,,,,100,0.9822595524958162,0.98206193243582529,0.99025150142401597,0.99398586460042104,0,,,,,0,,,,,100,0.002500000686748279,0.0025000005666840916,0.0025000041588963402,0.0025000069176747829,0,,,,,0,100,0
0,llama3-8b-inst,MEMIT,QCL,0,5,1,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,1,1,2,False,1,100,16,606,0,cb8a601b03edbb99fc96287a7054c69499b9a0eee486e2e9595d7c21f0be990e,74ced08b77d72093abd0033807a079b43280d0d82a3f82c55ab0d04ca0231298,a266e58e5aaa0b0c8c523c08d6f388ebb9c584024b9515a7710afcd8822c119d,d12fad59f92399d3ad0c7191cbc515a77994d9ffacff3445d4efae1eaf658bb0,d465eb7c900a81d2c475c0756d25e119436d4ace41cb6892f3642137ed91f942,0.021922431448758384,0.26883950711949728,0.67085725035968469,0.45004945036015664,1,1.1095396117546423,2.6834290014387387,7.2007912057625063,0,0,0.25,100,,,0.46051222621424848,0.48243465766300686,,,,1.0291892298348131,4,4.3341998500678187,4.4381584470185693,1.8001978014406266,,0.27738490293866058,100,0.052104046540773011,0.052397393916607179,0.056275712808189542,0.058286759141677469,0,,,,,100,-0.02192243144875837,-0.02221107127200498,-0.014016428299985879,-0.0086837133603918717,0,,,,,100,0.95963438517163113,0.95916061205505265,0.97551872228263259,0.98521087707386923,0,,,,,0,,,,,100,0.0037690207629922407,0.0037673657792356083,0.0038304611868492894,0.0038594058555681673,0,,,,,0,100,0
0,llama3-8b-inst,MEMIT,QCL,0,6,2,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,2,2,3,False,2,100,25,606,0,391661582aa393ebf82f245b81fbad3d77805d3c9f89065144ef3a986e3383d5,ff0903c24d5cd5957a165212be41dc5da3f24ec29fe927e99afc6bca3134cdc7,fdfadc17243a2efe6bb70d25cf36c728d0b584aec4ff0827cb4d6349a74aca54,a56fa5e0da840c9d67e062e21b1f8f1c667d6eb5b255d6e4d0ddd13003988410,7de3f9aec4084108c0d64c862fc61896c8ef828271528bced495c0e4d9959b53,0.030592451962497325,0.28487471832154343,0.79453921463818655,0.63129256359786623,1,1.0835499625169547,3.1781568585527462,10.10068101756586,0,0,0.25,100,,,0.42991977425175115,0.46051222621424848,,,,0.95854925941111047,3,4.1854572893289239,4.3341998500678187,2.5251702543914649,,0.36118332085198518,100,0.045298199846421028,0.044530619211557515,0.050403742769699077,0.053270923901510926,0,,,,,100,-0.030592451962497279,-0.031753110188653441,-0.022766277854777101,-0.016998176979946152,0,,,,,100,0.92712450936196433,0.92534317868997651,0.95306857186826255,0.96780376024521142,0,,,,,0,,,,,100,0.006396003142338823,0.0063888130803092481,0.0066085891868300998,0.0067405588446011033,0,,,,,0,100,0
0,llama3-8b-inst,MEMIT,QCL,0,7,3,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,3,3,4,False,3,100,40,606,0,589148de8a6ed212a6e5f09a65e82ae69e4d35df06c9f3efd19499b148e680a6,65c76794d6f9f6747bae1dc191ea45c835933b8172d65e588818c8fe248207b7,427d5e7f719f04d74ee5906bd47ef89bc9b462e0975e5f1c31112121daf3da63,d753d7c18a68d5fc29cd055023c449595fb8637230ea94387f05ea1889825b1a,e1a3c667b295dcb8a46ce0f689bd33f69a192fd25135607a4118018e4746b8d0,0.046371689374740788,0.3384311374804756,1.1036177848066593,1.2179722149415577,1,1.046364322332231,4.4144711392266371,19.487555439064923,0,0,0.25,100,,,0.38354808487701036,0.42991977425175115,,,,0.83861329723698108,2,3.9505676037517081,4.1854572893289239,4.8718888597662309,,0.52318216116611549,100,0.034793235947879017,0.033795077639747248,0.040924464384720763,0.044400604698948881,0,,,,,100,-0.046371689374740926,-0.047696154997664927,-0.038116266127908256,-0.032766912643492303,0,,,,,100,0.87555324235949517,0.87166017509269156,0.90826236261210136,0.93333289509037787,0,,,,,0,,,,,100,0.013434992945367222,0.013379062575667266,0.014192808492716086,0.014635064349137106,0,,,,,0,100,0
0,llama3-8b-inst,MEMIT,QCL,0,8,4,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,4,4,5,False,7,100,101,606,0,a17b0f5fe6c139a81037dd4da6bbedbe5a7548b60ae1d893303b8cc1fc46d3f1,b5c0516b2d31fab9fa836747fe2c985f0db2b3aa562718d4a014fb1b0c39f120,90a113ab784132a1576e528dd369508299b7f2ab44a102eacd118a611476e9e1,5e691296115785559cf76b8a0b9ee7ed5470ff24479fd447a1bfa04b60537af4,34f3c704ddaf818e8a77620f5f899159e4321244548d2f4c579cc09929ef9271,0.096639882698676127,0.54393773154674507,1.9958922263729868,3.983585779296118,1,0.98764190093792703,7.9835689054919472,63.737372468737888,0,0,0.25,100,,,0.28690820217833424,0.38354808487701036,,,,0.45607279485819419,1,3.4132481565262069,3.9505676037517081,15.934343117184472,,0.98764190093792703,100,0.010489708063977709,0.0098491657333527535,0.014329620342663505,0.017866825785198194,0,,,,,100,-0.096639882698676002,-0.097218404492485255,-0.088893399050821137,-0.076494947586592393,0,,,,,100,0.75699219081303459,0.75277030439455861,0.80087638176442744,0.83032685706523834,0,,,,,0,,,,,100,0.047943510609626289,0.047486966341276998,0.051558950039353416,0.054444393316111887,0,,,,,0,100,0
0,llama3-8b-inst,MEMIT,QCL,1,4,5,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,5,5,6,False,10,100,117,606,0,5a698d5f3b5fec0bc01c72456a038a65e363b919c6a1f12eb930b393b0dd6c8d,778255a01a9eba5d10ff02a1f8409b2907dab42b1102e9e64ebd86fc0c0baccc,0bd1cc2934205d2e17ad8cdfde14e32480d1154e12ee1d46086ca2bd3134fc7c,2ee1bfbf78ba416e61f43014a58550ccef1e779b05ef68677046af0ebd678d5d,fce2b47ef14c9bf3d3b6cf38d320e713d75fec474004f651508f4496818498f1,0.0055116770160176243,0.19918614585691927,0.49498388747559408,0.24500904886045158,1,0.85331203913155174,1.9799355499023763,3.9201447817672253,0,0,0.25,100,,,0.28139652516231661,0.28690820217833424,,,,0.83739301386538179,5,3.3788139047541095,3.4132481565262069,0.98003619544180631,,0.17066240783098763,100,0.034678688352148435,0.034291162220425886,0.039739142536617415,0.043438493628578795,0,,,,,100,-0.0055116770160176494,-0.0055198440821625037,-0.0020396233999256078,0.0023450848841423603,0,,,,,100,0.74958580533496943,0.74520116195577479,0.79343734017344125,0.82624358496521932,0,,,,,0,,,,,100,0.0014345410109759494,0.0014166578336488719,0.0016035074585123259,0.0017236067275845156,0,,,,,4,100,0
0,llama3-8b-inst,MEMIT,QCL,1,5,6,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,6,6,7,False,15,100,147,606,0,1ec99edf826b50b101eca44d49b9801931cf260944c9206c7bb8effc07afdc36,59f5624ecc638708a262a444102784d99a1e341d9492eaf113313af97f8d74f7,467857499cdd32b402754f4ae024c6bf14edb1850c8027bffde1c1993e492377,fe62d8dc9b4438bc3db933187aa9d0c582913b2e048a808255aef730c8af26aa,35d938b97e1f4675ab509841a36bae0dce1d40cd15e4cf7ad6670079fb7f9323,0.0083094539362608133,0.18709729572551331,0.51195791678872082,0.26210090856264678,1,0.84470347618852737,2.0478316671548833,4.1936145370023485,0,0,0.25,100,,,0.2730870712260558,0.28139652516231661,,,,0.80820096102850669,4,3.3268138884880334,3.3788139047541095,1.0484036342505871,,0.21117586904713184,100,0.032351061514104329,0.032319500842184143,0.037757736133314776,0.041245986967643734,0,,,,,100,-0.0083094539362607925,-0.0083023183531815078,-0.0044180479302160644,-0.0020784554533012844,0,,,,,100,0.73830141300961072,0.73249203773397875,0.78371002318236027,0.82028654296396031,0,,,,,0,,,,,100,0.0021984103528305981,0.0021692388232295245,0.0024591520754526906,0.0026667127410007043,0,,,,,0,100,0
0,llama3-8b-inst,MEMIT,QCL,1,6,7,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,7,7,8,False,19,100,193,606,0,02a1eb9ad08934702b364c8fbbdaeeeed9cec8bb086c6a4e8e473ad2ac10a172,eac2eeab666b9d37752a374f26584c2a7124a5db464883ec9717cb4595ef93c2,6b054d70061a8de7046fc778a47ceb9561d836511e917cf7854f9ca77ef70cd9,454f39e3f364343dd087f830ec87b076935a9cb8794a9624a3d00fd35853e0bc,be7efe4f245107a7d653a360d788c55b983fd73e8a7855c17ce8a249ad743407,0.013805149227183733,0.20197685245037142,0.61262366506640864,0.37530775499939922,1,0.83170347212200835,2.4504946602656346,6.0049240799903876,0,0,0.25,100,,,0.25928192199887207,0.2730870712260558,,,,0.76094114517545297,3,3.2394556744264866,3.3268138884880334,1.5012310199975969,,0.27723449072769424,100,0.028758695452694619,0.028296087010456512,0.034436399134415624,0.037717240730690653,0,,,,,100,-0.013805149227183764,-0.01402775288919661,-0.010469559311495655,-0.0067923049807952036,0,,,,,100,0.71920329343459899,0.71472668784680116,0.76983972367510312,0.8077449198783696,0,,,,,0,,,,,100,0.0037928759897781932,0.0037260051803476423,0.0042652968944746497,0.0046727084141076772,0,,,,,0,100,0
0,llama3-8b-inst,MEMIT,QCL,1,7,8,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,8,8,9,False,32,100,261,606,0,32beec7073194c03bad177e99812f3e080b914004121e7ab2073dc51ac989ad9,52caa06774756157dba5230684027bc32e4fa8e990268c44dd027f241332c592,2a75adbb79327287bc092e3b15425c29b8eafa3e0f3877951b8bbb850ccf1239,0eb9b4d79d1127042842b7f06e617040fd48c4502c70e67e574e8ba6b480e250,cbec2543147d6cb386a35efe59ae9f4b07e2a54579a2f749fadf425a022f682d,0.024788245874564768,0.25085048095971163,0.85821791592840957,0.73653799122050267,1,0.80986391860662166,3.4328716637136383,11.784607859528043,0,0,0.25,100,,,0.2344936761243073,0.25928192199887207,,,,0.66961144068221301,2,3.0780030166002872,3.2394556744264866,2.9461519648820107,,0.40493195930331083,100,0.022369240718659342,0.021357660188783833,0.028225297852786962,0.031617903233109333,0,,,,,100,-0.024788245874564727,-0.025147284739455357,-0.021410512283816623,-0.019014018306247833,0,,,,,100,0.68368301733956127,0.67812932854175245,0.73913167755084597,0.78078641779178226,0,,,,,0,,,,,100,0.0081025600624647504,0.0079817901648226112,0.0092602202824072083,0.01019456024358307,0,,,,,0,100,0
0,llama3-8b-inst,MEMIT,QCL,1,8,9,FROBENIUS_ONLY_CREG_NOT_BOUND,TELEMETRY_WITHHELD,9,9,10,False,41,100,335,606,0,9d513f06ee8bcd0a1bc54f060e456dffca144a2201504427a916e3f349b9d180,ae23ce1e410a763fdbac07f2f03e06bb211a46227b2d6caf7e66eff5992bc714,ce80615bc036c4a13d29c27ac6e5dc7bca7e9e58ffd9b35368e025cc197f9578,ea3bf1e97e72a183689b1882d310398c347d52687ddfa085baacf007e88264d8,60006b6c629ed53c5ba52b44a895b58a82fb81c60d8ecbdb0f95861b3c7bcc3c,0.058795470849442033,0.42227393658456969,1.5655431434195828,2.4509253339080685,1,0.7695007541500718,6.2621725736783311,39.214805342529097,0,0,0.25,100,,,0.17569820527486527,0.2344936761243073,,,,0.35604113152288841,1,2.6604685107753676,3.0780030166002872,9.8037013356322742,,0.7695007541500718,100,0.0064758481068941439,0.0061804518314469382,0.0099732163502152613,0.01197284633248492,0,,,,,100,-0.058795470849442012,-0.058465221531569682,-0.053051109699383599,-0.050114248852326022,0,,,,,100,0.59135161325998031,0.58271584646873964,0.65000454506421812,0.69386440121633874,0,,,,,0,,,,,100,0.029311709515538409,0.028741212178779448,0.034144729043087997,0.03810171438800785,0,,,,,0,100,0
