path,kind,bytes,mode,sha256
dry-plan.json,member,2158,0600,4c60726d2d27d63a9474a28b68c3765854c5ae7a0936d381b58900d8b93a8bbc
gh-delivery.json,member,1027,0664,cb429d3e325f5d1368716bea81b4bf3b138ca3c2b406bfce248fc1c0676aaa6f
gh-submission-message.txt,member,2813,0664,6e921603a3fe7e0f30384e78aeb5c9411ce0a9f3e2f8299460df8a871a56b317
logs/37649_0.err,member,1520,0664,c2d5da4f7b6684ca943a22bb9a2da9af6a2c26653cec91ac3483eb1033557845
logs/37649_0.out,member,9879270,0664,fa8217edb536eb4ff2ea9c19326903aab3577716e0c3beb3ac32290eb0ff682c
logs/37649_1.err,member,1105,0664,d57e40c0165bcfe982d0fa7936101619e5c84a7c8d156d8107395f56ad5445ad
logs/37649_1.out,member,10250487,0664,ea44ceca8f56cb7783ac570ecfce5fc866490a6ebfbc0ad0acb92537cd923317
logs/37649_2.err,member,1520,0664,246cc184afb6c5f892f2d7c2184e3e09b3d75741246215b34a1e558aca9ecd77
logs/37649_2.out,member,5883105,0664,206f2757e648f522709deaff0bfb0ba647890116451891667a41df3aef5936f1
logs/37649_3.err,member,1105,0664,0516423790903c3021a880a34b71ad1b2378b4b9c0c4a31c1c2695e61ca2ab73
logs/37649_3.out,member,7360521,0664,cac136f59815695be475f4e731436ec7ca3d686a05856aa07f3e8d5947124e43
preflight.json,member,21954,0600,508e9b735adcd24f20cb5611c8cb00667c302d6260526aff3bdcd2fca2546fb0
results/task-0/arm-JAC/batch-01.json,member,3325760,0600,c527ecbc19af7c21ab93169942fac332ff583c25ea078d0b2baad824cc994b3d
results/task-0/arm-JAC/batch-02.json,member,3325410,0600,8fa3d57106df8327d55d0c76e5d6e9a4fa8ed6f537f877ffbdbf5f6bb6e81579
results/task-0/arm-JAC/batch-03.json,member,3331144,0600,75ffd4d066dad7dd1bc3344a74c1b8e60455c9434381244104a99f229464eeca
results/task-0/arm-JAC/batch-04.json,member,3324809,0600,80493a707566110680cd44e90036684c77f8d7595e26bc237a71b6ff164b3005
results/task-0/arm-JAC/batch-05.json,member,3325377,0600,4e5aa269f5659466d9556d8ff931b018670e53c773aed42f83d86801c72dc03a
results/task-0/arm-JAC/batch-06.json,member,3317717,0600,c192eafdcd7ab169c1bad0ef88410b2ad3ccb4e5f3360bb2d3bf0b8a02221170
results/task-0/arm-JAC/batch-07.json,member,3330395,0600,8b13e0f92d75fb71798bda1c315dd5d6e9d2f7965e1ca89c27aa0cacd8e902b9
results/task-0/arm-JAC/batch-08.json,member,3331145,0600,f10d517fd07076f3fc2d9fbeaf499b4203e1c853fd8fe819151309312be55183
results/task-0/arm-JAC/batch-09.json,member,3330631,0600,02aad042d9829d5db2df6b160b303be8e3e7fde38fee4a2b131a9841c286b0af
results/task-0/arm-JAC/batch-10.json,member,3324641,0600,fd8abea14568abeb80e5e7ce62a71a696e7e2105501ec3d3bea671a723dd107a
results/task-0/arm-JAC/cumulative/W-after-B01/cohort-01-evaluation.json,member,1133327,0600,d2be66ca9b784bdda7f3ba09fa357825f410abfc88ad31e6ccfd9ffd9ebe7248
results/task-0/arm-JAC/cumulative/W-after-B01/edited-weights-fp32.pt,member,1174407641,0600,3dea4e4cc30756c0f2b4b8d959cabbccf6bc23fd3d0a86cae8502049b48ff113
results/task-0/arm-JAC/cumulative/W-after-B01/historical-residual-retention.json,member,56201,0600,1bdcb22db027d9b197a12f8e87a4d29b46f577fef9e8341a0d2831447eb6b937
results/task-0/arm-JAC/cumulative/W-after-B01/key-writer-revisit-drift.json,member,8928,0600,fc72fdd975d8af112bd1c9064f4cfc5bff4619dc0503a491c2e7344c1a738cdf
results/task-0/arm-JAC/cumulative/W-after-B01/receipt.json,member,8804,0600,cd678ee22eeac375f5159ebcdd34fb8510a4842c36e50672306494179ed5d3c0
results/task-0/arm-JAC/cumulative/W-after-B02/cohort-01-evaluation.json,member,1133394,0600,2b47de00ecba23e7f714c15f1dd939fe20c6355747ef87bd9235e9bdc470b630
results/task-0/arm-JAC/cumulative/W-after-B02/cohort-02-evaluation.json,member,1133316,0600,5d5fc7853188ea98af2993c892e9b69d94e3c0bfbed97611706761316e1eefa9
results/task-0/arm-JAC/cumulative/W-after-B02/edited-weights-fp32.pt,member,1174407641,0600,38b22eaf01591e469f5dc5627b57515a50ea3f7b9ed4a74e88ae58047fde65db
results/task-0/arm-JAC/cumulative/W-after-B02/historical-residual-retention.json,member,115872,0600,c4dd0b2769709e6e99c00682ae34dc8d82e3d16c5097162e223a60a03697e59f
results/task-0/arm-JAC/cumulative/W-after-B02/key-writer-revisit-drift.json,member,8933,0600,ec9d099e4d4e44e3ce411325b16dc7415fa0078488cb39363d2fe695312f713e
results/task-0/arm-JAC/cumulative/W-after-B02/receipt.json,member,8996,0600,af444845c0dfba06ec96bf0e53a9176da12a886a90c957ecbca5663bd070aae9
results/task-0/arm-JAC/cumulative/W-after-B03/cohort-01-evaluation.json,member,1133391,0600,b48c856b85a443b755a9aa17e6b7b4e6ca8033e032b985c6b99e68330dd6b096
results/task-0/arm-JAC/cumulative/W-after-B03/cohort-02-evaluation.json,member,1133318,0600,955c70b4128a4679fdb278d7803163d22e9ebd986005125c621c9e81005411ee
results/task-0/arm-JAC/cumulative/W-after-B03/cohort-03-evaluation.json,member,1133138,0600,7143cce0997cba15ed7c067a1108353211e256685afdea949366e59428ec3706
results/task-0/arm-JAC/cumulative/W-after-B03/edited-weights-fp32.pt,member,1174407641,0600,b08824b98436f921b04779392232f96ba2c809e08a9f485a7fdfc9c0515a332b
results/task-0/arm-JAC/cumulative/W-after-B03/historical-residual-retention.json,member,175532,0600,a60c1d199ff18a4c8a2cb08789269008029c844649dd98238e848b1508992947
