case_id,metric,prompt_index,target_new_nll,target_true_nll,nll_advantage,success,strict_teacher_forced,model,candidate,request_sha256
8215,RS,0,11.255698204040527,3.350526809692383,-7.9051713943481445,0,False,llama3-8b-inst,PRE_EDIT,0403b26a9d7bbdcd333cf775d9f92c79dff5cc10a8e74c8215b6c27d41bc1c2f
21618,RS,0,13.399285316467285,5.433617115020752,-7.965668201446533,0,False,llama3-8b-inst,PRE_EDIT,6604774017b5c6eb380457103d52f5e7efd563005bb69f3aef4c02cbc7e446b6
18193,RS,0,12.092236518859863,5.443100452423096,-6.649136066436768,0,False,llama3-8b-inst,PRE_EDIT,c25fccd16947f9896b9362f2fc3645c30a991b4c1298446ca35f3c15872dff7f
1905,RS,0,3.5222225189208984,6.366463661193848,2.844241142272949,1,False,llama3-8b-inst,PRE_EDIT,e2f1cf625b2585402c593f90cc775d62c2e4a7bce663c796e74f7fe26e355b29
18032,RS,0,14.938920974731445,11.078518867492676,-3.8604021072387695,0,False,llama3-8b-inst,PRE_EDIT,263e0a837d0fc67cd0549e4b89f1de6d301f3d7de450243f0b59c848dc28f77e
8597,RS,0,15.975238800048828,11.045284271240234,-4.929954528808594,0,False,llama3-8b-inst,PRE_EDIT,57a57fb08af33302fbd083d836b2893ce0e7d03d27dc3247b5aa91d9acde086b
5379,RS,0,10.921327590942383,10.47079086303711,-0.45053672790527344,0,False,llama3-8b-inst,PRE_EDIT,39224f0d5c48b9fed23284c9407179934beea5c96c1add706be581eadb20fd7b
371,RS,0,6.396392345428467,0.04275551065802574,-6.353636834770441,0,False,llama3-8b-inst,PRE_EDIT,2d11372e873f5cebb31294c2ffd99d260948fe5eaa3651aaf3a2f538bba4c006
14488,RS,0,13.899673461914062,5.669200897216797,-8.230472564697266,0,False,llama3-8b-inst,PRE_EDIT,aa99fa19546af974313677835121470b7147f178d89dca23a7d178f861781745
12143,RS,0,7.554609775543213,5.0726399421691895,-2.4819698333740234,0,False,llama3-8b-inst,PRE_EDIT,0a23ff52a1afe49174bc0fbcd4fcd5e93f3e3d318d37a318865205acbde5ab36
12706,RS,0,6.826953411102295,0.12160462141036987,-6.705348789691925,0,False,llama3-8b-inst,PRE_EDIT,a42445b909f63039d8593c51556c0fbf79ac00c321d802437337480b9e632139
20568,RS,0,10.372031211853027,6.041910171508789,-4.330121040344238,0,False,llama3-8b-inst,PRE_EDIT,d5b44ff7b92a709492e8787e2f197530401f4156e2bae02b2d21246c2edf1ec3
13448,RS,0,9.443300247192383,4.402131080627441,-5.041169166564941,0,False,llama3-8b-inst,PRE_EDIT,03488e90ee9c38df4496c340cce674d0a71d5a03cf0f657eff20ec971237eda7
18674,RS,0,8.01242733001709,10.624263763427734,2.6118364334106445,1,False,llama3-8b-inst,PRE_EDIT,47e3699f62610b1b73a26f17c33fcf57a86346b044a9f48bcdd0463fedf85426
14479,RS,0,10.940801620483398,8.74549388885498,-2.195307731628418,0,False,llama3-8b-inst,PRE_EDIT,f8078a7cedab211a6809d9e7808d9e680d419b96561688549aa955e965f53313
4745,RS,0,10.830317497253418,10.148603439331055,-0.6817140579223633,0,False,llama3-8b-inst,PRE_EDIT,5af25d47a023c0e1d51f37eeedb94fbfd299c3a0cd288e33170d3f34a6df9109
16968,RS,0,8.046005249023438,4.0639777183532715,-3.982027530670166,0,False,llama3-8b-inst,PRE_EDIT,00c19deb7192aa90cacfa5359f708025920094cc12b9c24b33071a400418a43c
8251,RS,0,4.944882392883301,1.861046552658081,-3.0838358402252197,0,False,llama3-8b-inst,PRE_EDIT,d8a6df34c78ccde5b0e3d21f0f09f7ebfc4e2830202ff578433b078936d92c61
17856,RS,0,15.2096586227417,3.152857780456543,-12.056800842285156,0,False,llama3-8b-inst,PRE_EDIT,aff9b19707e9eeadc80bbd937db8ba00689fd3f97f30814ce9b092e89bdecc97
6029,RS,0,10.90689468383789,0.3998488485813141,-10.507045835256577,0,False,llama3-8b-inst,PRE_EDIT,5d6620e7a15d0df773ac7ce109c1adaf6f7af5f567d5c4c9359d3c60437702a9
15108,RS,0,6.9885969161987305,1.0901212692260742,-5.898475646972656,0,False,llama3-8b-inst,PRE_EDIT,28c8f4bfd308290cd45de350f0b2f3a9556b7b38442bed67b2afd51c277fade1
2481,RS,0,14.11491584777832,13.50480842590332,-0.610107421875,0,False,llama3-8b-inst,PRE_EDIT,72df945e22ce0a9f2a1743dc993709c3cd635a202ee56289a2a71e64ea5862c5
