entry,batch_raw,batch_effective,arm,stage,bank,case_id,context_index,context_weight,harm,identity,kind,negative_kl_tokens,ordinal,raw,token_nll,token_raw,node
Early,100,100,W0,endpoint,Base,20408,0,0.0078125,0.035820905858646654,261d886b2de79a7bcb357c2067155e65a1244c5dab73642271c52b7f442a82de,Base,0,9131,0.035820905858646654,[4.513755798339844],[0.035820905858646654],
Early,100,100,W0,endpoint,Base,8286,0,0.0078125,0.056128491659707305,7e859a45dfd946136708359ebc37bb5dffe9ebb3e9c897af6000f7670fcb57c7,Base,0,5113,0.056128491659707305,[0.15045873820781708],[0.056128491659707305],
Early,100,100,W0,endpoint,Base,4338,0,0.0078125,6.561257946812622,2e6568a7ac79ba7ecac83daf6b96eac50fd5d50f34786d20c79fe59cc335404e,Base,0,4706,6.561257946812622,[1.1351490020751953],[6.561257946812622],
Early,100,100,W0,endpoint,Base,19719,0,0.0078125,12.208812815638481,b4e062352d292f8c6eb2a4000ddbfcdb5c92cd386d4479cc5add0a803e1a9b7c,Base,0,3265,12.208812815638481,[5.785383701324463],[12.208812815638481],
Early,100,100,W0,endpoint,Base,6341,0,0.0078125,2.3061040355095064,f7b33ac55c35c32c923c9fa2254c48a76ef0e727ba93704c1219e59d6d05fc69,Base,0,7623,2.3061040355095064,[4.488344192504883],[2.3061040355095064],
Early,100,100,W0,endpoint,Base,11262,0,0.0078125,0.14091872587005255,5a0497b92686412bf76e5364dfe1b7c5b6f811a5a3fc3ad2f54f8bed0ef24603,Base,0,3488,0.14091872587005255,[7.789254188537598],[0.14091872587005255],
Early,100,100,W0,endpoint,Base,9406,0,0.0078125,0.3364565780111991,7bcb8ac244d1a367bae82a93dab999d1e56c407e5a5d3e76bfe5715b1d55d145,Base,0,9372,0.3364565780111991,[5.256728172302246],[0.3364565780111991],
Early,100,100,W0,endpoint,Base,11392,0,0.0078125,0.2924702506596194,cc75101efce1b5572d8878195887cb0748f41b22c0d56367b6c110f894f77c24,Base,0,3062,0.2924702506596194,[0.23343075811862946],[0.2924702506596194],
Early,100,100,W0,endpoint,Base,5502,0,0.0078125,0.2948819157275853,6b20d6512abbb3b64ead80d274cdb94bb4bffe57be28654f089fb2a75ba30238,Base,0,4843,0.2948819157275853,[4.697988986968994],[0.2948819157275853],
Early,100,100,W0,endpoint,Base,9953,0,0.0078125,0.06382645331814096,3f1a29e45a94fadfd2d263ff7362d659ad5ea84a6e900a003688e0428efe0c9e,Base,0,9004,0.06382645331814096,[0.01400265097618103],[0.06382645331814096],
Early,100,100,W0,endpoint,Base,11181,0,0.0078125,0.2726508816820144,fbccbbbf6d6437af838f76904da450a6197ec55558806fe4a6c1d89fa588f766,Base,0,8322,0.2726508816820144,[5.916024208068848],[0.2726508816820144],
Early,100,100,W0,endpoint,Base,8305,0,0.0078125,0.0960133665039595,1cb9c0e457bd29f6dee7a0aace4e3f5b8f48db04f61d4965745d065ef411038c,Base,0,7123,0.0960133665039595,[0.8520264625549316],[0.0960133665039595],
Early,100,100,W0,endpoint,Base,16615,0,0.0078125,0.9902596633111531,3cb386c1977836dcbda8752705dd377d148e4299e668177dfec753c100f1ce9d,Base,0,5876,0.9902596633111531,[0.6126519441604614],[0.9902596633111531],
Early,100,100,W0,endpoint,Base,1700,0,0.0078125,0.8055154651573346,c6bb65a4b658d86eaece5dc7bdea42b954141036faaa8212e09071440b65e72e,Base,0,9151,0.8055154651573346,[0.11745639890432358],[0.8055154651573346],
Early,100,100,W0,endpoint,Base,3792,0,0.0078125,0.19728185963729167,5c220d98a3a6e4316c2d5670f3440d60a5e1fadcc70f02c1bb697c64b9a17b9f,Base,0,3526,0.19728185963729167,[6.882165908813477],[0.19728185963729167],
Early,100,100,W0,endpoint,Base,277,0,0.0078125,0.2687361012132715,b0a05044e2ee143a60f799ca57c310941d79ed2b475e9ccc3e8008acafdbe074,Base,0,4236,0.2687361012132715,[1.015755534172058],[0.2687361012132715],
Early,100,100,W0,endpoint,Base,10735,0,0.0078125,0.02195650820410776,1ad8de9a0cbcbfe06e068bc39c2a2c57a38f3caf1bec732c34e6606218d0f5c8,Base,0,9318,0.02195650820410776,"[6.875019550323486,0.014650504104793072]","[0.04376361440724092,0.00014940200097459896]",
Early,100,100,W0,endpoint,Base,14340,0,0.0078125,0.3338990864965524,5f64597808accc5ef5959c4187aee06ea3b85610861dfa1810027f7c34bcf09b,Base,0,1946,0.3338990864965524,[1.375653624534607],[0.3338990864965524],
Early,100,100,W0,endpoint,Base,7180,0,0.0078125,0.3848650640360259,95bcbf209c11d19176e1991d2519e488ed71e1274b8ba026b4bc6d60ecb3f8ae,Base,0,9041,0.3848650640360259,[0.15800732374191284],[0.3848650640360259],
Early,100,100,W0,endpoint,Base,21724,0,0.0078125,0.7466336186572178,a953f19003599e4a5cbea1846bef1ea73e3c3173feeeffc56790eb42f79341ca,Base,0,3230,0.7466336186572178,[1.7585349082946777],[0.7466336186572178],
Early,100,100,W0,endpoint,Base,5222,0,0.0078125,1.9581698584629292,ece4af9c2849bd86738a2a8564ac0cc900275513cbcc630dd776ac0c69db6222,Base,0,5760,1.9581698584629292,[3.426362991333008],[1.9581698584629292],
Early,100,100,W0,endpoint,Base,7772,0,0.0078125,1.0470447986580398,23618a977ef832e2332a1197bde1bba8aa49b4dcc37d0fefb843b79fa5b8b91c,Base,0,9969,1.0470447986580398,[3.816206216812134],[1.0470447986580398],
Early,100,100,W0,endpoint,Base,1218,0,0.0078125,1.6232406635911691,776114baddd35c32f67e640bb4581d5279cd194ba29896b40fe67ef0efc02c66,Base,0,3244,1.6232406635911691,[7.135842800140381],[1.6232406635911691],
Early,100,100,W0,endpoint,Base,10340,0,0.0078125,0.11131078416801989,362fb407d5fa2b3a8e82c754db1d9d53069ea7e12f67922409f571052972136b,Base,0,6371,0.11131078416801989,[8.77975845336914],[0.11131078416801989],
Early,100,100,W0,endpoint,Base,3455,0,0.0078125,0.6596919751701613,791ab33a0344befd20ec9895b797c14f2c79b8208d32101413438b34a8a80a5c,Base,0,9678,0.6596919751701613,[3.0381927490234375],[0.6596919751701613],
Early,100,100,W0,endpoint,Base,2508,0,0.0078125,0.12786423847955428,3723ab63e993c589f002d36263fa1adb1d5420ca194ab4fdf5aadf2d6f3e6ba0,Base,0,8577,0.12786423847955428,[9.992569923400879],[0.12786423847955428],
Early,100,100,W0,endpoint,Base,10835,0,0.0078125,0.09381347471790547,cd594f4e9d3283982918aa137c6342603a9d35403c9aac6953e5dad985fc6638,Base,0,7442,0.09381347471790547,[5.006582736968994],[0.09381347471790547],
Early,100,100,W0,endpoint,Base,21070,0,0.0078125,0.29980566583855095,7596097e95f447448f9a664bd6659f587b0fc09c5fc73168e4cc7ec67b5d204f,Base,0,8437,0.29980566583855095,[2.494687557220459],[0.29980566583855095],
Early,100,100,W0,endpoint,Base,818,0,0.0078125,1.4159555525052268,53d457a143f1107656a45181d6715ee5ba39cb4425c8566770b50917754cfd3b,Base,0,5550,1.4159555525052268,[5.1444597244262695],[1.4159555525052268],
Early,100,100,W0,endpoint,Base,10832,0,0.0078125,7.973162920326167,ccfb7de20a58bd43411796eee17b907f594ae824d682549959d8b105f30bd6c3,Base,0,6269,7.973162920326167,[0.03371930867433548],[7.973162920326167],
Early,100,100,W0,endpoint,Base,491,0,0.0078125,0.6648584324207306,b01a24f9fbfd943decf4b091bc7fbd277fd202e3cb670cf74520e7a413022c43,Base,0,6743,0.6648584324207306,[1.0407335758209229],[0.6648584324207306],
Early,100,100,W0,endpoint,Base,3812,0,0.0078125,0.5668116378289674,7f764aca8add554e53ed191bffb109e2e1ecf568521f5ce836e25bd10a6b04fa,Base,0,5320,0.5668116378289674,[5.081843376159668],[0.5668116378289674],
Early,100,100,W0,endpoint,Base,16016,0,0.0078125,8.998801449747948,373e8cb43470d3c26631b415fcf64082e8be3add3a813fd78c09067ac7fb33f1,Base,0,5427,8.998801449747948,[4.242483139038086],[8.998801449747948],
Early,100,100,W0,endpoint,Base,20336,0,0.0078125,0.10597480706425436,ea3eb3ffec7e05cf7eaa51dd5ef790418568ebdf52804c2910c21ad53893a936,Base,0,8020,0.10597480706425436,[3.5800395011901855],[0.10597480706425436],
Early,100,100,W0,endpoint,Base,19729,0,0.0078125,0.048978405209633105,99f4cef833cb98e8c5639fa5f2038d3860a5666362ba2b9a8b48eaaea705ed8e,Base,0,3549,0.048978405209633105,[11.79918098449707],[0.048978405209633105],
Early,100,100,W0,endpoint,Base,2873,0,0.0078125,0.32454722281322035,30b9b04c2965acbc42ecdb42606199395d6106dfc8891029ae7e0e697a342b12,Base,0,4666,0.32454722281322035,[5.244451522827148],[0.32454722281322035],
Early,100,100,W0,endpoint,Base,18941,0,0.0078125,8.844656855414858,1a425594c6816d36dd3a9efa0e2e3ac9e15571b8fff2ad200c6b59e1ad154e94,Base,0,7919,8.844656855414858,[0.6262617111206055],[8.844656855414858],
Early,100,100,W0,endpoint,Base,19482,0,0.0078125,0.04570111831756911,02000d2fafecd3a1f491c57a4ca724a41e4c48a47a2f165c8a712487e6d60b72,Base,0,9789,0.04570111831756911,[5.781800270080566],[0.04570111831756911],
Early,100,100,W0,endpoint,Base,17462,0,0.0078125,0.027516712124310512,77772af3d4ada5fc3f2f27f440da30a772b45cd76d3eed39aa0d00baf0c7c2a4,Base,0,7621,0.027516712124310512,[0.10582619160413742],[0.027516712124310512],
Early,100,100,W0,endpoint,Base,6830,0,0.0078125,0.04942658332427665,c2d2b43867ab7d86287821bc5fb68c2ac2b00477955b5404364e0590427856f2,Base,0,7305,0.04942658332427665,[0.36220332980155945],[0.04942658332427665],
Early,100,100,W0,endpoint,Base,16123,0,0.0078125,0.038649928692524226,92ebb3786e2853f244813893e6773eefd0a3c08e887e441512f98cd7185e2b9d,Base,0,1298,0.038649928692524226,[4.8832221031188965],[0.038649928692524226],
Early,100,100,W0,endpoint,Base,12755,0,0.0078125,0.11742080821602652,636fcbed77f033b28a66908b236f98153be45f03da8a36811397bee535bd660a,Base,0,8472,0.11742080821602652,[0.026167254894971848],[0.11742080821602652],
Early,100,100,W0,endpoint,Base,1057,0,0.0078125,0.05638940835410954,d2c2a2b7ae4a1217a116d24e88a48e08b8abc0dbb54d7500691297f14127fda0,Base,0,5076,0.05638940835410954,[7.264787673950195],[0.05638940835410954],
Early,100,100,W0,endpoint,Base,15583,0,0.0078125,0.10655326134594358,6b4423c0066ac4fbb45cc43585fdbb415658e46748a494a8a86adcde811f7f57,Base,0,9163,0.10655326134594358,[5.198005676269531],[0.10655326134594358],
Early,100,100,W0,endpoint,Base,21408,0,0.0078125,0.012148397708502038,9f29e2b60d97ca3ad4777e50699fb04a6b02aca8f31a7b7abd05590ecdb4ffc8,Base,0,2781,0.012148397708502038,[9.216127395629883],[0.012148397708502038],
Early,100,100,W0,endpoint,Base,12835,0,0.0078125,0.5920061852425595,7b5aef02c264b2133a223723cf3e563881430031b1a4dfcac59d491b9c50288e,Base,0,9438,0.5920061852425595,[6.836623668670654],[0.5920061852425595],
Early,100,100,W0,endpoint,Base,8014,0,0.0078125,0.5371104400552782,a9f675211e917309561ce6623a474ca9c9fc987aea7c5597d92e5f680d93800c,Base,0,5729,0.5371104400552782,[7.731194496154785],[0.5371104400552782],
Early,100,100,W0,endpoint,Base,18324,0,0.0078125,0.03475346558545665,2fecb4dd872fb3a6fab9e43c1bc77cb23777e1e5f3a294b296a28b16cb7338b1,Base,0,1140,0.03475346558545665,[5.493650913238525],[0.03475346558545665],
Early,100,100,W0,endpoint,Base,4260,0,0.0078125,0.3261631713119467,bf47659a56b12eafdbcd4be3afa45bf3fccf342ff83a6fa93ce17d06905ba5ec,Base,0,6900,0.3261631713119467,[2.59678053855896],[0.3261631713119467],
