entry,batch_raw,batch_effective,arm,case_id,identity,margin,metric,new_nll,new_strict,new_token_correct,new_token_count,panel,prompt_index,success,true_nll,true_strict,true_token_correct,true_token_count
Early,100,100,W0,18406,eebe20fc2738030b609321e9fc9fc85359c7051922b450be24d712ff6ff9af7a,-6.036870002746582,RS,8.517831802368164,False,0,1,Current100,0,False,2.480961799621582,False,0,1
Early,100,100,W0,15992,891fd22e32f5c0d9b65d9bc46d0cb7abd1f49db7db3b573a8814e0b666d4464b,-12.75222897529602,RS,16.719453811645508,False,0,1,Current100,0,False,3.9672248363494873,False,0,1
Early,100,100,W0,13773,ed5650e93db3378c23d5ee5edac5bc10aff805b25ee0196b9dcadf81d35d73e6,-6.096059322357178,RS,8.104780197143555,False,0,2,Current100,0,False,2.008720874786377,False,0,1
Early,100,100,W0,18610,4bd7da116ebcc7cd5d224fb02539d02be9e03a4cbad74b29e83853b489520869,-10.951000690460205,RS,11.525123596191406,False,0,1,Current100,0,False,0.5741229057312012,True,1,1
Early,100,100,W0,19319,77f3764a36e25d565d1c459827353862de489c0b2a8d0971398392c7cffc497a,-3.666260242462158,RS,8.0595703125,False,0,1,Current100,0,False,4.393310070037842,False,1,2
Early,100,100,W0,18162,9eb9609d046eae08d4b0a5d831394f832856bd9f66cd654f1417dbf7f20e3e13,-8.679226867854595,RS,8.731796264648438,False,0,1,Current100,0,False,0.052569396793842316,True,1,1
Early,100,100,W0,17049,8af03d864432b0d8a4b87ffa51ee995d550a48ad7e809bea9aa65061162cfd43,-5.196660995483398,RS,10.488616943359375,False,0,1,Current100,0,False,5.291955947875977,False,0,1
Early,100,100,W0,3091,c9940e54636f409a2b88097b36b76a9c1a86bef53a23d2563594d12e49eea18b,-5.620348930358887,RS,12.903658866882324,False,0,1,Current100,0,False,7.2833099365234375,False,0,1
Early,100,100,W0,7983,c334778ad3194e48421bfe12ff1b5210993eba8940b83152803747b911643acf,-2.810605049133301,RS,6.9864277839660645,False,0,1,Current100,0,False,4.175822734832764,False,0,1
Early,100,100,W0,4041,9c03d3d07a0e2093193b62d6d257662fa6224fcb2fa68af7ff8ad1b66281b114,-10.449938297271729,RS,12.51159381866455,False,0,1,Current100,0,False,2.0616555213928223,False,1,2
