path,bytes,sha256,title,evidence
experiment-reports/servers/server4/2026-08-22-p4-za-case01-pilot-detailed.md,34989,3f8ef82c510e5ede827445f4296158b8d951e3e93c64cfbdd849bb870f85a2e6,P4 ZA case01 target-side semantic barrier 상세 산출물 보고,HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/2026-08-22-p4-za-m1-vs-m5-case01.md,18156,d5538a4b0a57a7873137cee220723d62339ec96831c9383187a9a658a5f4a870,P4 ZA case01 M=1 대 M=5 비교 실험 보고서,HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/README.md,5761,c0bc2bec164881a4a7715aa84dc15328d306230c0f6cd62a0330d5bd3d43af23,Server4 보고 목록,HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/alpha-jv-l8-only-sequential1000-review-2026-09-07-v1/factual-report-ko.md,49689,a7b07d16ea36e0aefe7aa16fb2c259275ee1879d486f084a469f9f94dd414732,"AlphaEdit sequential 1,000 — Official/JV/L8-only 양모델 결과 검토",HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/alpha-jv-l8-only-sequential1000-review-2026-09-07-v1/first-six-arm-table-ko.md,1221,480fd7e9f44d080a385a0fac21ce3e37c196f137a6e87bb0466b87b664f6ef2c,"Final W10 전체 1,000 요청: O / JV / L8-only",HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/barrier-usefulness-f2-2026-08-31-v1/barrier-usefulness-f2-factual-ko.md,2101,474a919b1992fc7c9d4647f262a36b8174ef89d75e520c486ebd6d1368d42794,F2 fixed-z equal-action barrier usefulness 사실 보고서,HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/bg1-c4-ours-first-2026-09-15-v1/g0-factual-report-ko.md,6269,f74ce33190c1ec86dae469c0a44144a1ff61e1f8c0e565c08c5a60215acb3fa6,BG-1 / C4 ours-first — 준비 및 G0_BLOCKED 사실 보고,HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/blue-alphaedit-fivearm-sequential1000-review-2026-09-07-v1/factual-report-ko.md,62214,7c10f5c3797cca8b90d5db4de79583a56f3020041fe67a156ac24b8caeb67da9,"BLUE / L4-only / L8-only / JVP / JVP-L8 — Llama sequential 1,000 상세 비교",HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/blue-alphaedit-fivearm-sequential1000-review-2026-09-07-v1/first-fivearm-table-ko.md,1203,33e9bfe5e7e7e5b3727e2eeed97b3a89e3df6fd1593a07395d4933f05ad06fcd,"Llama 동일 JVP 표본 — 최종 W10 전체1,000 첫 비교표",HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/factual-report-ko.md,124614,9c2a520d26e3bab27ebac3a6eab01653f5825e2294fd5194a74fe8df3b6bc38d,Llama3 BLUE 원본·L4-only·L8-only lifelong 상세 리뷰 — B100×100,HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/first-sixarm-table-ko.md,1556,2e22076465b1b5c3364d3f14713e5884c7d6ecf41cda1c2a1358b77a81fa568a,"6-chain 첫 표: 실제 최종 W100에서 전체 10,000 요청 재평가",HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v2/factual-report-ko.md,140524,65645e52fb19f6aa4ac30ee00ce36334c5c3a9e22ed1ce92c142ed9c251239b8,Llama3 BLUE / L4-only / L8-only lifelong 상세 리뷰 v2 — B100×100,HISTORICAL_PUBLISHED_REPORT_INDEX_NOT_RAW_REREDUCED
