arm,model,method,accepted_edit_count,category,prompt_denominator,strict_numerator,strict_rate,token_denominator,token_accuracy,request_cluster_nll_n,request_cluster_nll_mean,request_cluster_nll_median,request_cluster_nll_p90,request_cluster_nll_max,request_cluster_min_margin_n,request_cluster_min_margin_mean,request_cluster_min_margin_median,request_cluster_min_margin_p90,request_cluster_min_margin_max,prompt_nll_n,prompt_nll_mean,prompt_nll_median,prompt_nll_p90,prompt_nll_max,prompt_margin_n,prompt_margin_mean,prompt_margin_median,prompt_margin_p90,prompt_margin_max
LM,llama3-8b-inst,memit,1000,rewrite_target_new,1000,835,0.835,1019,NOT_RECORDED_EVALUATOR_SCHEMA,1000,0.8104223411611019,0.035998137667775154,2.711942267417909,20.606212615966797,1000,3.4687465505599975,4.392324447631836,7.449296760559083,11.231459617614746,1000,0.8104223411611019,0.035998137667775154,2.711942267417909,20.606212615966797,1000,3.4687465505599975,4.392324447631836,7.449296760559083,11.231459617614746
LM,llama3-8b-inst,memit,1000,rewrite_target_true,1000,15,0.015,1010,NOT_RECORDED_EVALUATOR_SCHEMA,1000,9.805417153328657,9.662907123565674,15.67341194152832,25.019447326660156,1000,-9.564687481880188,-9.554526805877686,-3.495855808258055,2.9590511322021484,1000,9.805417153328657,9.662907123565674,15.67341194152832,25.019447326660156,1000,-9.564687481880188,-9.554526805877686,-3.495855808258055,2.9590511322021484
LM,llama3-8b-inst,memit,1000,rephrase_target_new,2000,1245,0.6225,2038,NOT_RECORDED_EVALUATOR_SCHEMA,1000,1.8943529060203363,0.8547561354935169,5.369669568538667,18.772411346435547,1000,-0.6723135666847229,-0.23667621612548828,4.398402881622315,8.126179695129395,2000,1.8943529060203363,0.5295837819576263,5.949860239028932,20.172945022583008,2000,0.7986468639373779,1.4839749336242676,5.683561992645266,11.097702026367188
LM,llama3-8b-inst,memit,1000,rephrase_target_true,2000,70,0.035,2020,NOT_RECORDED_EVALUATOR_SCHEMA,1000,8.136218225722201,7.9073768854141235,13.200028038024902,21.948219299316406,1000,-8.923928834915161,-8.810356616973877,-3.696581363677978,2.6266298294067383,2000,8.136218225722201,7.843527555465698,13.342352485656741,23.809892654418945,2000,-7.579079330205917,-7.442502021789551,-2.1743197441101056,5.168499946594238
LM,llama3-8b-inst,memit,1000,locality_target_true,10000,1912,0.1912,10100,NOT_RECORDED_EVALUATOR_SCHEMA,1000,4.563974182712346,4.029290137439967,7.861726469993592,13.448441982269287,1000,-7.700423322200775,-7.538275718688965,-3.581209564208984,1.9539051055908203,10000,4.563974182712345,3.944988250732422,9.24437265396118,21.192195892333984,10000,-3.280135322237015,-3.0042200088500977,1.2897860527038578,8.373602867126465
LM,llama3-8b-inst,memit,1500,rewrite_target_new,1500,611,0.4073333333333333,1533,NOT_RECORDED_EVALUATOR_SCHEMA,1500,3.5830439918278953,2.676129102706909,8.695361709594726,23.594017028808594,1500,-1.2037656002044679,-1.244215965270996,5.195506572723389,14.846019744873047,1500,3.5830439918278953,2.676129102706909,8.695361709594726,23.594017028808594,1500,-1.2037656002044679,-1.244215965270996,5.195506572723389,14.846019744873047
LM,llama3-8b-inst,memit,1500,rewrite_target_true,1500,105,0.07,1517,NOT_RECORDED_EVALUATOR_SCHEMA,1500,6.631085171118379,5.997668266296387,11.872179222106935,27.29554557800293,1500,-5.616137479146322,-4.959574222564697,-0.5200624465942374,3.347209930419922,1500,6.631085171118379,5.997668266296387,11.872179222106935,27.29554557800293,1500,-5.616137479146322,-4.959574222564697,-0.5200624465942374,3.347209930419922
LM,llama3-8b-inst,memit,1500,rephrase_target_new,3000,995,0.33166666666666667,3066,NOT_RECORDED_EVALUATOR_SCHEMA,1500,4.286581596309089,3.7263540625572205,9.220986102148897,19.630087852478027,1500,-3.774850529352824,-3.422229290008545,2.57358684539795,10.433900833129883,3000,4.286581596309089,3.4733108282089233,9.79730806350708,22.938312530517578,3000,-2.2882222015062967,-2.0202627182006836,3.743446636199951,12.031210899353027
LM,llama3-8b-inst,memit,1500,rephrase_target_true,3000,235,0.07833333333333334,3034,NOT_RECORDED_EVALUATOR_SCHEMA,1500,6.656489161849022,6.192818522453308,11.035142087936402,23.476304054260254,1500,-6.876376348495484,-6.3269407749176025,-1.8149185180664056,3.5374765396118164,3000,6.656489161849022,6.141827821731567,11.631984519958491,25.46278190612793,3000,-5.504077380339305,-4.960740089416504,-0.4852709770202641,5.293807029724121
LM,llama3-8b-inst,memit,1500,locality_target_true,15000,2492,0.16613333333333333,15170,NOT_RECORDED_EVALUATOR_SCHEMA,1500,5.028485369831696,4.5646808534860615,8.542800273895265,15.734416723251343,1500,-7.841551461219788,-7.309556484222412,-3.08437385559082,1.7215747833251953,15000,5.028485369831696,4.480114936828613,9.575275325775147,22.15464973449707,15000,-3.5066716050783793,-2.9876084327697754,0.8496838569641113,4.802350044250488
LM,llama3-8b-inst,memit,2000,rewrite_target_new,2000,356,0.178,2040,NOT_RECORDED_EVALUATOR_SCHEMA,2000,7.575389695443604,8.295914649963379,13.005160331726074,21.354902267456055,2000,-4.510416744232177,-5.39510703086853,3.439254188537604,14.848405838012695,2000,7.575389695443604,8.295914649963379,13.005160331726074,21.354902267456055,2000,-4.510416744232177,-5.39510703086853,3.439254188537604,14.848405838012695
LM,llama3-8b-inst,memit,2000,rewrite_target_true,2000,54,0.027,2019,NOT_RECORDED_EVALUATOR_SCHEMA,2000,9.725814677764662,9.820865631103516,13.973549079895019,25.464021682739258,2000,-7.39152802991867,-7.057997465133667,-2.6500959396362296,4.750299453735352,2000,9.725814677764662,9.820865631103516,13.973549079895019,25.464021682739258,2000,-7.39152802991867,-7.057997465133667,-2.6500959396362296,4.750299453735352
LM,llama3-8b-inst,memit,2000,rephrase_target_new,4000,529,0.13225,4080,NOT_RECORDED_EVALUATOR_SCHEMA,2000,8.342227600236903,8.933018565177917,13.173344850540161,20.05216407775879,2000,-6.985385571718216,-7.332199573516846,-0.9027727127075138,13.007121086120605,4000,8.342227600236903,9.048738956451416,13.43804655075073,23.59037971496582,4000,-5.561373606204986,-6.241848468780518,1.3887792587280268,17.90342140197754
LM,llama3-8b-inst,memit,2000,rephrase_target_true,4000,82,0.0205,4038,NOT_RECORDED_EVALUATOR_SCHEMA,2000,9.872565556348302,10.005147159099579,13.623687839508056,24.4370059967041,2000,-8.893423591136932,-8.480554580688477,-4.200884866714475,2.463144302368164,4000,9.872565556348302,10.095540046691895,13.968433856964111,28.146787643432617,4000,-7.5846312258243564,-7.383342504501343,-2.815233516693115,5.9515838623046875
LM,llama3-8b-inst,memit,2000,locality_target_true,20000,628,0.0314,20190,NOT_RECORDED_EVALUATOR_SCHEMA,2000,9.318678467089077,9.381780290603636,12.575347995758056,17.770929622650147,2000,-10.655652886867523,-10.162150859832764,-6.2378142833709695,0.6501293182373047,20000,9.318678467089077,9.643033027648926,13.309698295593263,27.43682289123535,20000,-6.666301168942452,-6.582353591918945,-2.2650508880615234,6.963592529296875
LM,llama3-8b-inst,memit,3000,rewrite_target_new,3000,627,0.209,3054,NOT_RECORDED_EVALUATOR_SCHEMA,3000,7.134749631019879,7.359511613845825,12.652173709869384,19.1762638092041,3000,-4.316013041337331,-4.797649145126343,2.790267372131346,12.606315612792969,3000,7.134749631019879,7.359511613845825,12.652173709869384,19.1762638092041,3000,-4.316013041337331,-4.797649145126343,2.790267372131346,12.606315612792969
LM,llama3-8b-inst,memit,3000,rewrite_target_true,3000,70,0.023333333333333334,3026,NOT_RECORDED_EVALUATOR_SCHEMA,3000,9.699533455673604,9.877001285552979,13.655440711975098,29.691450119018555,3000,-7.443244425614675,-7.42364239692688,-2.8029911994934094,5.164027214050293,3000,9.699533455673604,9.877001285552979,13.655440711975098,29.691450119018555,3000,-7.443244425614675,-7.42364239692688,-2.8029911994934094,5.164027214050293
LM,llama3-8b-inst,memit,3000,rephrase_target_new,6000,457,0.07616666666666666,6108,NOT_RECORDED_EVALUATOR_SCHEMA,3000,8.916268324560408,9.18362033367157,13.289106941223144,17.777329444885254,3000,-7.6852762681643165,-7.981974363327026,-2.6085806846618658,6.514862060546875,6000,8.916268324560408,9.266595840454102,13.558630847930909,20.551986694335938,6000,-6.433829531272252,-6.7231645584106445,-0.8666429519653311,8.254453659057617
LM,llama3-8b-inst,memit,3000,rephrase_target_true,6000,67,0.011166666666666667,6052,NOT_RECORDED_EVALUATOR_SCHEMA,3000,10.340405262333652,10.545758724212646,13.975092124938964,19.088154792785645,3000,-9.065271226088205,-9.128942012786865,-4.952329349517822,1.2153167724609375,6000,10.340405262333652,10.517772674560547,14.195219326019288,22.11296272277832,6000,-7.990237119674682,-8.056128978729248,-3.6126294612884506,4.579660415649414
LM,llama3-8b-inst,memit,3000,locality_target_true,30000,851,0.028366666666666665,30260,NOT_RECORDED_EVALUATOR_SCHEMA,3000,9.810340726970818,10.05820209980011,13.431512851715087,19.016673374176026,3000,-10.420979562282563,-10.460853576660156,-6.295707702636719,0.03596019744873047,30000,9.81034072697082,10.09612226486206,13.732444095611573,23.089153289794922,30000,-7.244996744370461,-7.3788299560546875,-2.6415765762329078,5.656563758850098
LM,llama3-8b-inst,memit,5000,rewrite_target_new,5000,81,0.0162,5089,NOT_RECORDED_EVALUATOR_SCHEMA,5000,12.492336864541937,12.933507442474365,15.783143329620362,20.441429138183594,5000,-8.528056557178497,-8.875128269195557,-4.789244508743283,6.489032745361328,5000,12.492336864541937,12.933507442474365,15.783143329620362,20.441429138183594,5000,-8.528056557178497,-8.875128269195557,-4.789244508743283,6.489032745361328
