W_sha256,actual_commit_evaluator_count,actual_commit_forward_count,alias,arm,batch,cold_initialization_count,endpoint_M,entry_M,entry_W,fixed_z_request_count,history_append_count,target_sha256
ac45574e193bf4855d355ab4d75d8d1408faa29776e9551704b4fc0170117c6f,0,0,qwen2.5-7b-inst,O_NATIVE,5,0,dac857673361a2c4364d334d9fae006793ad491f2f0e21642429674f17a6456a,1b890df80dff147a928c6963c25fe4471b972f072219c4ee776240e2ca350721,de5154ac6a03643df5f8321493bb5de8aa04dd95ec70e007126421c1932ab7e2,100,1,b6ee1845aa7cedac2b19042379dc3a56b219316d1716fad0d3ef31c80a3e43cb
04c140f9b73cd9097d7a2d02b03e24fefbf8fc03dce01c2587e750a126a38742,0,0,qwen2.5-7b-inst,O_NATIVE,6,0,853ee31d7e721354d464bb24b6eaa1444afabbb53e9b453c5ff6434aaa22085c,dac857673361a2c4364d334d9fae006793ad491f2f0e21642429674f17a6456a,ac45574e193bf4855d355ab4d75d8d1408faa29776e9551704b4fc0170117c6f,100,1,5c6a190811756a7859040a1f813d5a1092dae36e063fa386eeab5298549f7fd5
fe723527b90423fa24f5c89e38b4b93377fa6d5e47095e8b4b578ecc0ad1a921,0,0,qwen2.5-7b-inst,O_NATIVE,7,0,d644d6d4161082749a4371b64dd9418cbf9b6438220f984b0aa0b64efb8a6c39,853ee31d7e721354d464bb24b6eaa1444afabbb53e9b453c5ff6434aaa22085c,04c140f9b73cd9097d7a2d02b03e24fefbf8fc03dce01c2587e750a126a38742,100,1,9c0b873ddb1d2f9f7485fb73cf26e22f4e0001d9794538711e458fd19124bc9c
652788858f3e3f9a3e5b485b74e60245d63c643c0ca465a31318b6cfc964efaf,0,0,qwen2.5-7b-inst,O_NATIVE,8,0,2a0a8831078f4ddff008ca0a01c979ff2340eb63c3db809f16b7be65277fecec,d644d6d4161082749a4371b64dd9418cbf9b6438220f984b0aa0b64efb8a6c39,fe723527b90423fa24f5c89e38b4b93377fa6d5e47095e8b4b578ecc0ad1a921,100,1,e297492b82d52a27750b7e0d12dd53bf17009a7f87ac3190d5b30d81ea8546e7
0ba2163dd0474eeae3bebe507a8897bd63347270f019670c170eef44e6c7d1ec,0,0,qwen2.5-7b-inst,O_NATIVE,9,0,68f2813ad2bada33580c7e5179af7b5fd93d3fa3c0b38c5d0038c34c0a43007f,2a0a8831078f4ddff008ca0a01c979ff2340eb63c3db809f16b7be65277fecec,652788858f3e3f9a3e5b485b74e60245d63c643c0ca465a31318b6cfc964efaf,100,1,5446993147d147703438bbe766566c2f0f2c7956b880b334a280cf51765d45e1
dc96112ac57d61633298386c7826a5b17fd5bbd7e477a064488d2861fdabcc6c,0,0,qwen2.5-7b-inst,O_NATIVE,10,0,b160d3916178728cafbbaae4d8cb4d3a3fff295b7109946c75ad0f38a0581f58,68f2813ad2bada33580c7e5179af7b5fd93d3fa3c0b38c5d0038c34c0a43007f,0ba2163dd0474eeae3bebe507a8897bd63347270f019670c170eef44e6c7d1ec,100,1,8b942e577971d57f762374e7babe398c06b636d70ebc79e4aeba2766d736f932
9ba1de2380e53a9a881631f0f91ebdad6923edf12b3650d951f87609ebee4b66,0,0,llama3-8b-inst,JV_NATIVE,1,1,0c566ceb5c7fecdcfa18682612d0861a74ef057bafdcc2bf702287149860bb71,1e18337a1eca1bb2d5ab0abdc046be7e42c5c00904e3ea65c2f7dc94e5b54807,c8ea4686f3070ba6fe032c2d3b579c7c9dacd842886175216c34b8dd18f911f2,100,1,b77e88c4561b906475d6ad9c6fc47323e8490b1cf7c37b4f2fc76c665e33c011
4afed5c0623ea7bf17befbad477f1996dbc2924a562afa31dc0488a234bc2db4,0,0,llama3-8b-inst,JV_NATIVE,2,0,322f4388fa3ad728b6640c977a10efb3fa845732e54be4ffde94e1c11fa0cbd7,0c566ceb5c7fecdcfa18682612d0861a74ef057bafdcc2bf702287149860bb71,9ba1de2380e53a9a881631f0f91ebdad6923edf12b3650d951f87609ebee4b66,100,1,4cfe023a2ddb0d93c70b838186b4f7dc5abb5a6f9b1dd9d125b1acd715915e5c
cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,0,0,llama3-8b-inst,JV_NATIVE,3,0,aaed6488f33eb52c4e33908be3c6c715ebb0aa4bc52e5705ca49922ffaab27ba,322f4388fa3ad728b6640c977a10efb3fa845732e54be4ffde94e1c11fa0cbd7,4afed5c0623ea7bf17befbad477f1996dbc2924a562afa31dc0488a234bc2db4,100,1,a61474ca0fa808d7d79713eb75759246235ed6bb8a4b146c3b3c7ecc7832323e
72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,0,0,llama3-8b-inst,JV_NATIVE,4,0,09116abd23d1c3db5a58af53e38d43090a1940913cc6e16b8bd19c8f02773eb4,aaed6488f33eb52c4e33908be3c6c715ebb0aa4bc52e5705ca49922ffaab27ba,cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,100,1,113c628bccb0dedf24e00f8dcc955c6ba15ffe245ec870e1db92dc7b75039d4a
b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,0,0,llama3-8b-inst,JV_NATIVE,5,0,974c6869cf13e71af961aae73bf12452447a43bd997303e1424252ee06035104,09116abd23d1c3db5a58af53e38d43090a1940913cc6e16b8bd19c8f02773eb4,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,100,1,5dc825b10d1d8d5a3579abb99f5212ead40a0504d0706b16bd90aa2f912d3b22
