branch,head,status,path,reason,decision_owner
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,audits/servers/server1/2026-08-28-bgode-fbp-f0-r1-rooted-receipt.json,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,audits/servers/server1/2026-08-28-bgode-fbp-f0-rooted-receipt.json,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,audits/servers/server1/2026-08-28-bgode-fbp-f0-threat-model.md,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/README.md,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/__init__.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/affine_state.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/basis.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/build_f0_package.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/errors.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/locks/bgode-fbp-f0-quarantine.json,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/locks/bgode-fbp-f0-r1-quarantine.json,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/locks/bgode-fbp-f0-r1-source-manifest.json,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/locks/bgode-fbp-f0-source-manifest.json,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/receipts.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/terminal.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/tests/__init__.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/tests/_fixtures.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/tests/test_basis_affine.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/tests/test_firewall_quarantine.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/tests/test_receipt_security.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/bgode-fbp-f0-foundation-v1,4891906a85257dfbdb3f1101a7b5f1b981a6120a,NOT_READY,project/run_scripts/barrier_guided_ode/fixed_subspace/tests/test_terminal_receipts.py,GH F0_R1_HOLD_F0_R2_REQUIRED: full-W0 rollback/accounting/device-order/receipt defects unresolved in4891906a; no runtime repair authorized by this Git task,GH/USER for future scoped work
codex/p1r52-piru-seq-10xb100-hon-v1,1d083eded42e7367ca9abf40e0e7640e0ca4f1da,CONFLICT_REQUIRES_DECISION,project/run_scripts/ode_bf/locks/source_manifest_s05_p1r52_piru_b4_diag_c1.json,3 runtime/router files conflict with newer main; original worktree additionally has3 dirty files. Old observer changes not blindly restored; choose later scoped reconciliation or retain archive.,GH/USER for future scoped work
codex/p1r52-piru-seq-10xb100-hon-v1,1d083eded42e7367ca9abf40e0e7640e0ca4f1da,CONFLICT_REQUIRES_DECISION,project/run_scripts/ode_bf/locks/source_manifest_s05_p1r52_piru_b4_diag_c2.json,3 runtime/router files conflict with newer main; original worktree additionally has3 dirty files. Old observer changes not blindly restored; choose later scoped reconciliation or retain archive.,GH/USER for future scoped work
codex/p1r52-piru-seq-10xb100-hon-v1,1d083eded42e7367ca9abf40e0e7640e0ca4f1da,CONFLICT_REQUIRES_DECISION,project/run_scripts/ode_bf/p1_runtime.py,3 runtime/router files conflict with newer main; original worktree additionally has3 dirty files. Old observer changes not blindly restored; choose later scoped reconciliation or retain archive.,GH/USER for future scoped work
codex/p1r52-piru-seq-10xb100-hon-v1,1d083eded42e7367ca9abf40e0e7640e0ca4f1da,CONFLICT_REQUIRES_DECISION,project/run_scripts/ode_bf/p1r52_piru_h_diagnostic.py,3 runtime/router files conflict with newer main; original worktree additionally has3 dirty files. Old observer changes not blindly restored; choose later scoped reconciliation or retain archive.,GH/USER for future scoped work
