axis,cross_step_spread,derivative,epsilon,failure,model,multiplier,negative_value,positive_value,repeat,repeat_noise_max,s,seed,selected_derivative,stability_limit,waypoint
EQUALITY,2.9502793957625383e-07,-0.00033751196287523937,8.631674575031098e-05,False,llama3-8b-inst,0.25,0.00017698771262075752,0.00017692944675218314,0,0.0,0.0,NA,-0.00033777538067843247,4.0596252812791783e-07,NOT_RECORDED
EQUALITY,2.9502793957625383e-07,-0.00033751196287523937,8.631674575031098e-05,False,llama3-8b-inst,0.25,0.00017698771262075752,0.00017692944675218314,1,0.0,0.0,NA,-0.00033777538067843247,4.0596252812791783e-07,NOT_RECORDED
EQUALITY,2.9502793957625383e-07,-0.0003377648439663048,0.00017263349150062197,False,llama3-8b-inst,0.5,0.00017701691831462085,0.00017690029926598072,0,0.0,0.0,NA,-0.00033777538067843247,4.0596252812791783e-07,NOT_RECORDED
EQUALITY,2.9502793957625383e-07,-0.0003377648439663048,0.00017263349150062197,False,llama3-8b-inst,0.5,0.00017701691831462085,0.00017690029926598072,1,0.0,0.0,NA,-0.00033777538067843247,4.0596252812791783e-07,NOT_RECORDED
EQUALITY,2.9502793957625383e-07,-0.00033778591739056017,0.00034526698300124393,False,llama3-8b-inst,1.0,0.0001770752714946866,0.0001768420188454911,0,0.0,0.0,NA,-0.00033777538067843247,4.0596252812791783e-07,NOT_RECORDED
EQUALITY,2.9502793957625383e-07,-0.00033778591739056017,0.00034526698300124393,False,llama3-8b-inst,1.0,0.0001770752714946866,0.0001768420188454911,1,0.0,0.0,NA,-0.00033777538067843247,4.0596252812791783e-07,NOT_RECORDED
EQUALITY,2.9502793957625383e-07,-0.0003378069908148156,0.0006905339660024879,False,llama3-8b-inst,2.0,0.00017719200695864856,0.00017672547255642712,0,0.0,0.0,NA,-0.00033777538067843247,4.0596252812791783e-07,NOT_RECORDED
EQUALITY,2.9502793957625383e-07,-0.0003378069908148156,0.0006905339660024879,False,llama3-8b-inst,2.0,0.00017719200695864856,0.00017672547255642712,1,0.0,0.0,NA,-0.00033777538067843247,4.0596252812791783e-07,NOT_RECORDED
3,5.900558791525348e-07,0.0001645412965865303,8.631674575031098e-05,True,llama3-8b-inst,0.25,0.00017694465350359678,0.00017697305884212255,0,0.0,0.0,623938585,0.00016424626864695402,4.0596252812791783e-07,NOT_RECORDED
3,5.900558791525348e-07,0.0001645412965865303,8.631674575031098e-05,True,llama3-8b-inst,0.25,0.00017694465350359678,0.00017697305884212255,1,0.0,0.0,623938585,0.00016424626864695402,4.0596252812791783e-07,NOT_RECORDED
3,5.900558791525348e-07,0.0001644148560409976,0.00017263349150062197,True,llama3-8b-inst,0.5,0.00017693120753392577,0.00017698797455523163,0,0.0,0.0,623938585,0.00016424626864695402,4.0596252812791783e-07,NOT_RECORDED
3,5.900558791525348e-07,0.0001644148560409976,0.00017263349150062197,True,llama3-8b-inst,0.5,0.00017693120753392577,0.00017698797455523163,1,0.0,0.0,623938585,0.00016424626864695402,4.0596252812791783e-07,NOT_RECORDED
3,5.900558791525348e-07,0.00016407768125291044,0.00034526698300124393,True,llama3-8b-inst,1.0,0.00017690597451291978,0.00017701927572488785,0,0.0,0.0,623938585,0.00016424626864695402,4.0596252812791783e-07,NOT_RECORDED
3,5.900558791525348e-07,0.00016407768125291044,0.00034526698300124393,True,llama3-8b-inst,1.0,0.00017690597451291978,0.00017701927572488785,1,0.0,0.0,623938585,0.00016424626864695402,4.0596252812791783e-07,NOT_RECORDED
3,5.900558791525348e-07,0.00016395124070737777,0.0006905339660024879,True,llama3-8b-inst,2.0,0.0001768615038599819,0.00017708793166093528,0,0.0,0.0,623938585,0.00016424626864695402,4.0596252812791783e-07,NOT_RECORDED
3,5.900558791525348e-07,0.00016395124070737777,0.0006905339660024879,True,llama3-8b-inst,2.0,0.0001768615038599819,0.00017708793166093528,1,0.0,0.0,623938585,0.00016424626864695402,4.0596252812791783e-07,NOT_RECORDED
