path,relative_path,bytes,sha256,verification
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-001-cumulative.json,compute/part-001-cumulative.json,828,4c4caefa97c8c48ba9fa4f5aab63cb27083ceb08fec01a8c81876839edbcbd9d,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-001-locality_target_new.json,compute/part-001-locality_target_new.json,249,ef76c1401d2d39ce9554aa77b8af16b83d09d3f09ff89a10d8aa4164c881b728,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-001-locality_target_true.json,compute/part-001-locality_target_true.json,251,92c085070b15ea05cf76e8ca54e2f59e4a5fb34ee6092646e2bd09385e305b65,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-001-rephrase_target_new.json,compute/part-001-rephrase_target_new.json,247,c47178565c810b8fdbbbb6c9df82d069a59d02eac8dc5c72d2473bcf933f93b1,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-001-rephrase_target_true.json,compute/part-001-rephrase_target_true.json,249,dc200ac4ee7f4c7746fd613c4824ef421915f5bb549b30afd3621f9aea0d2fac,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-001-rewrite_target_new.json,compute/part-001-rewrite_target_new.json,245,94ced7f805c145bced43052dc283fa4d005dec5927d35cc9fdfb85c33220e0c6,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-001-rewrite_target_true.json,compute/part-001-rewrite_target_true.json,246,619c75e4b88653f8690e81747e770d5066be219b9dbbf569c13ab3ed9773dc38,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-002-cumulative.json,compute/part-002-cumulative.json,829,1acb9d864fa8d1d2d1deed9e2dc75c10e3d03d60eb601024c992b9f4df793482,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-002-locality_target_new.json,compute/part-002-locality_target_new.json,250,7fd3ed139809142ae67c566406bdbbf94433cecbd18b887fbe53b7eb6e87b6d6,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-002-locality_target_true.json,compute/part-002-locality_target_true.json,251,cac93bb10a8248d97883a46aa2c59a4a59ea279b79e8c752eea9d82651cfe43c,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-002-rephrase_target_new.json,compute/part-002-rephrase_target_new.json,247,aa76f3ebc741a32182c709fa9808c06515cb3f7d7d9993204e22ce7e547c7c98,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-002-rephrase_target_true.json,compute/part-002-rephrase_target_true.json,248,d8d5a4e28285d5a629b04308d3e45bfe80de3918f8ba6258aa92723e960e8dff,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-002-rewrite_target_new.json,compute/part-002-rewrite_target_new.json,244,f7ab5f000eb5bf4dab4cce25fc1d68466fed9960988ca2115ef685519b297e25,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-002-rewrite_target_true.json,compute/part-002-rewrite_target_true.json,246,5a2142b3fad46196adb89bf7d8c4e3d9c83928981d7ac7d8ece05ab11490f19c,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-003-cumulative.json,compute/part-003-cumulative.json,830,6ebde2c0ee986d0d210bdf7c01ac1dd787e241cfd8719ccf0871a425e4b8ecdf,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-003-locality_target_new.json,compute/part-003-locality_target_new.json,250,6eaddfff8267531b771dcd37ef4fbd3cc3d660ddf1fa965c3a30cd91bf35840e,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-003-locality_target_true.json,compute/part-003-locality_target_true.json,251,64ccaa57671cbbd251663e86cb3f8d6f31b0fd2f5d461a465c22c790cb8f6942,RECALL_INDEPENDENT_FULL_SHA_PASS
/mnt/raid5/janghj/ODE-edit/local/fixed10k-preedit-eval/attempt-v1/output/compute/part-003-rephrase_target_new.json,compute/part-003-rephrase_target_new.json,247,fdc10595a3519a962aa6843a57a805717563e1046a89f4fd5ab73e33be0c3796,RECALL_INDEPENDENT_FULL_SHA_PASS
