accepted_index,accepted_request_count,active_count,active_to_frozen_count,active_unclamped_expected_displacement_norm,active_unclamped_norm_max_abs_residual,actual,adam_bias_access,adam_lr_access,adam_state_access,alias,arm,capacity,carried_frozen_input,carried_mask_influence,case,count_lt_005,energy,entropy,equality_residual,field_sha256,finite_demand,fresh_divisions,full_residual_identity_max_abs,full_writer_demand_norm,gradient_norm_mean,gradient_norm_median,gradient_norm_p90,gradient_norm_worst,held_count,identity_sha256,inner_heldout,k,lag_divisions,linearization_error,negative_actual,nominal_displacement_norm_mean,old_rho,per_layer_applied_progress,per_request_python_model_calls,persistent_mask_influence,physical_h_count,pi,post_clamp_displacement_norm_mean,pre_clamp_displacement_norm_mean,predicted,q,raw_cap_access,raw_cap_application,reactivated_count,realization,receipt_sha256,rejected_request_count,remaining_divisions,routing_fallback,routing_status,second_h_count,selection_added_backward,selection_added_forward,semantic_debt,structural_p,target_current_mean,target_direction_policy,target_displacement_norm,target_selected_mean,target_selected_median,target_selected_p90,target_selected_worst,target_trial_mean,top1,velocity,velocity_decay_access,w_only_target_new_nll,z_minus_y_norm,z_w_same_step_gap
1,10,10,0,0.7821395852379757,3.519406988061746e-13,2.0762065887451175,0,0,0,llama3-8b-inst,Soft,0.029077380201973913,0,0,1,0,0.05815476040381681,1.6051950862612263,4.440892098500626e-16,5cc12c0dae421cb00ae2238f73d7adf158cd450ea24d44d1e584e81bb62735c8,3.0059271335601814,0,0.0,2.473342542178296,5.153748810059565,4.752190442026094,8.53391659365669,9.006336520157884,0,308953522f87154d088589e8345c91bbab0bef146dde11eb717a32cffe2d5f15,0,1,0,-0.9297205448150643,0,0.78213958523779,4.030950949481921,"[0.5411033623659524,0.6632362664580387,0.6732953730225659,0.5584875419711393,0.5698045897424855]",0,0,1,"[0.18001213546553155,0.22064282898052495,0.22398925293479205,0.18579543586928995,0.18956034674986158]",0.782139586734569,0.78213958523779,3.005927133560182,18.67120671272278,0,0,0,0.6907042308392202,34774cf8339d98098f3ed6e50c3b7638249a8e717cca9b4dac5860e4f2599417,0,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,8.786748708466384e-05,11.696291494369508,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,2.473342542178296,8.690364360809326,8.553053855895996,10.643473815917968,14.620946884155273,8.690364360809326,0.22398925293479205,"[0.15011425137201173,0.18152186050974747,0.17819207555695582,0.1513784933381989,0.1444365759564847]",0,11.696291494369508,0.0,3.0059271335601814
2,10,10,0,0.7821395852379757,3.3506530883187224e-13,4.714413839578629,0,0,0,llama3-8b-inst,Soft,0.13846291874942998,0,0,1,0,0.27361582643368526,1.6054111198874004,0.0,c615f88fc3f83e6dcc8a418041ad5cc574422df5388b5e67423819ee9c8df3bd,4.655435454845429,0,0.0,3.6107891432506465,4.463289664105041,4.290427850279469,6.758473286989833,8.245566861995014,0,a5bdb9d517f89fb35f09b24c68076cbfcf939d36835c7ebab0190ca30db49cc3,0,2,0,0.058978384733200606,0,0.7821395852377717,4.332532479742239,"[0.7938837776596861,0.9958232752796166,1.0314224152168872,0.8964069833068704,0.9378990033823681]",0,0,1,"[0.17052836095781396,0.21390550571228575,0.2215522962826971,0.19255062002285525,0.20146321702434783]",0.7821395863018565,0.7821395852377717,4.655435454845429,19.619154691696167,0,0,0,1.0126687149471276,613358294c0ec5ef26c96701543904b93ead6796186b97b6b52a4baff76c29ff,0,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,0.0007497323863774888,8.56606683731079,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,2.473342540583298,4.964649450778961,4.777529716491699,8.232701301574705,11.716371536254883,4.964649450778961,0.2215522962826971,"[0.22088618656289968,0.2660916159507974,0.25981738018518385,0.22583032094640945,0.2159325404282825]",0,9.62008490562439,1.9815271662469547,4.655435454845429
3,10,10,0,0.7821395852379757,8.266720641358916e-13,2.124394941329956,0,0,0,llama3-8b-inst,Soft,0.153227085218618,0,0,1,0,0.2869367234762751,1.6043218694978365,4.440892098500626e-16,0be31189bb3b82bd9df4324192dae067a0f18dd87e2441a41d5b20af7b9e5a37,2.7480839669704435,0,0.0,4.4078084836048195,4.92670267370081,5.35903784334649,6.948804056407668,8.326516090779773,0,0b7c8c11658186719f3ebb6a6f9c79ce748bdde2331fd33b3e3f731f8cd44532,0,3,0,-0.6236890256404881,0,0.7821395852377476,3.7734635456452654,"[0.4702161274334121,0.5183335360935003,0.5587505102677343,0.5617391307845317,0.6390446623912655]",0,0,1,"[0.17110689960168507,0.18861633862844596,0.2033236673200036,0.20441119614107242,0.23254189830879304]",0.782139587105654,0.7821395852377476,2.748083966970444,13.973289489746094,0,0,0,0.7730458628129798,6ecf61dfcdd1c6cd69e401d4b8ba94d93bc65e30fe1ae95858591e7428f664dd,0,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,0.0015633852889567995,4.9163626492023464,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,2.473342542796338,2.157587099075317,1.7266871929168701,4.675715160369873,4.7735595703125,2.157587099075317,0.23254189830879304,"[0.19092870631208045,0.20724483036436267,0.20204153752697102,0.19229495324943502,0.19232824506776713]",0,4.905671066045761,3.6675923419850047,2.7480839669704435
4,10,10,0,0.7821395852379757,3.4193758935430196e-12,1.4767787277698514,0,0,0,llama3-8b-inst,Soft,0.09667938263782822,0,0,1,2,0.1717982015200198,1.5860994386374385,2.220446049250313e-16,4039f3a11f7cb0b813ce892a24a1f61c432d7cd062ee2172edeffa4042d5688f,1.9781179327517746,0,0.0,4.664261062260674,4.363195424329716,3.4852350270453067,7.123515901857639,14.550254326476193,0,b55e73cf4273722ce5b288e37e7ef8877c2befe22b20f7327649142ab8be2618,0,4,0,-0.501339204981923,0,0.7821395852373972,3.7214639165504964,"[0.2559497568490345,0.3815234277747526,0.399600534164128,0.42547802531197415,0.5155661886518853]",0,0,1,"[0.12939054472499567,0.19287193218253296,0.20201047043147763,0.21509234523752005,0.26063470742347367]",0.7821395864760761,0.7821395852373972,1.9781179327517744,13.450798034667969,0,0,0,0.7465574743133474,8b0c73ff173c48433469472c2b85e258578cc8e5db1adb1f727f2c1fef4112a2,0,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,0.002308346549495007,2.192987397313118,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,2.4733425415880887,0.8031581919640303,0.27480465173721313,2.0278444528579707,2.9771857261657715,0.8031581919640303,0.26063470742347367,"[0.1240863089721955,0.16125309466223148,0.14801512139923947,0.14595922490581714,0.15130972898116893]",0,2.781276124715805,3.818696662415107,1.9781179327517746
5,7,9,1,0.7821395852379757,1.574074204313547e-12,0.6502931455150247,0,0,0,llama3-8b-inst,Soft,0.05860030482892627,0,0,1,5,0.10089899216865586,1.6025978566612682,0.0,6d4715175b47219b11a1d34216c5c4ae8f9b17febf29cfb47b956c6c04a8efb0,0.9705831538885833,0,0.0,4.331972715540887,2.4757756011293766,1.5844191160120291,5.457456634861139,6.634228641834729,1,53a53c49cf7f6ce7642f0f0179a84748b1cca408b98bb52e5ba335d62184559c,0,5,0,-0.3202900083735586,0,0.7039256267136412,2.0452949505303577,"[0.16290548507419597,0.18002802386075178,0.18880325905059775,0.2124557674894111,0.22639061841362668]",0,0,1,"[0.16784289364751995,0.18548438960585736,0.1945255883477565,0.21889496704967504,0.23325216134919116]",0.7039256262517277,0.7039256267136412,0.9705831538885833,8.038887858390808,0,0,0,0.6700025061314883,7c0b54460284e9e730f34a1db4c35305e502ef78b597a0d1493d199b48892439,2,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,0.003065007717892536,0.8056591874919832,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,2.0693468340263705,0.33391424305737016,0.04189145565032959,0.8919762015342709,1.737432837486267,0.35962104201316836,0.23325216134919116,"[0.11768457760388379,0.12585331423228677,0.11925460283250382,0.12351670956149648,0.11785519018374901]",0,1.3044973969459535,3.626385758734851,0.9705831538885833
6,6,9,0,0.7821395852379757,4.191980096379666e-12,0.33813631497323515,0,0,0,llama3-8b-inst,Soft,0.044458051994389,0,0,1,6,0.07615387259775412,1.461682286719857,0.0,33b2442f71ddd6d9b51f204ca24700fe00d9d5b93c510875d152a79493e2d815,0.47056640718365095,0,0.0,4.2404970338069985,1.313463977862629,0.5494681920199759,3.3595576633773745,4.3214649390857875,1,a1e1b7cf8f76b1d2b4122cb92c8c3e7a86f16e2f6e1be999d1da8274edb3438d,0,6,0,-0.1324300922104158,0,0.7039256267127694,0.8739455969956198,"[0.032353735791946385,0.06699196672847536,0.08175872442314415,0.1004380462161461,0.18902393402393897]",0,0,1,"[0.06875487773465198,0.14236453283910253,0.17374534853108553,0.21344074860181744,0.40169449229334253]",0.7039256262615164,0.7039256267127694,0.47056640718365095,4.131724715232849,0,0,0,0.7185730001346016,014141f92d48898d6f1af14947ab5a1c56d0aa288455043450e4617e7eb9736a,3,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,0.0038763873407497095,0.340460654348135,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,1.9158428891972619,0.18363784424727783,0.011357389390468597,0.5024545192718503,1.2301957607269287,0.2108152637607418,0.40169449229334253,"[0.05504210746509639,0.09739844411090687,0.10119932463621926,0.1112659463310137,0.16501016454780465]",0,0.6542042514309288,3.6782587308703993,0.47056640718365095
7,2,9,0,0.7821395852379757,5.21516163587421e-12,0.11395312247332187,0,0,0,llama3-8b-inst,Soft,0.08529989551425769,0,0,1,6,0.14435283757925738,1.179870959530897,0.0,61162579518152f1cd6ea2b9921300fcc61aece0a88dc82fd895248d23a865fe,0.18452418493106965,0,0.0,3.578721182589967,1.2214729043198256,0.567162989662736,2.678928082749988,4.4469737401969045,1,3913ae397d9dc10705e80745627520adbb308ccc7f6294fb1597a3539648131d,0,7,0,-0.07057106245774777,0,0.7039256267125145,0.3229489921953592,"[0.004876528728573693,0.014121588205539881,0.02585407956244051,0.03104637306207623,0.10862561537243934]",0,0,1,"[0.026427585795300256,0.07652974167486556,0.14011214612381834,0.16825096977761386,0.588679556628402]",0.7039256266233807,0.7039256267125145,0.18452418493106965,0.939912773668766,0,0,0,0.6175511492722341,3cd4cd230470394b0b3d6ce7af246cb987081f882f7c4a4a89bf9036432cc68d,7,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,0.005296671541789462,0.18126057418994607,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,1.1061124074973767,0.13154375152662395,0.009736853651702404,0.45560212731361377,0.6962801218032837,0.17766594248823822,0.588679556628402,"[0.04432838954921507,0.10124942051683496,0.14536082957254962,0.15593654031369655,0.3465233138569241]",0,0.3160679364576936,3.4419198626670062,0.18452418493106965
8,1,9,0,0.7821395852379757,5.3054227677762356e-12,0.11306137667270377,0,0,0,llama3-8b-inst,Soft,0.049710391363741946,0,0,1,7,0.08040115138816681,1.1192037823349208,8.326672684688674e-17,cff40755bbb3b4ff2e4a314f252e9a7e6e738ffdf79a70654421b3b45683b3ca,0.13513306470122188,0,0.0,2.5155197188890943,0.9395453074171978,0.5804232054187745,1.884536035993846,2.437375755662484,1,58a72da7934118da74a1e6797ad3a3a534c04f9963c538a85cec97ff01498556,0,8,0,-0.022071688028518194,0,0.7039256267124541,0.2310514099551011,"[0.0,0.010609413709221456,0.013938727287680079,0.03689632653120881,0.07368859717311162]",0,0,1,"[0.0,0.07851086432975367,0.10314816228358686,0.27303699958841526,0.5453039737982448]",0.7039256276413427,0.7039256267124541,0.13513306470122197,0.6301240772008896,0,0,0,0.836667006123519,d345ed926e0c740e0506a0fded917863cfda52e0b2fe338cc99e64534db326f2,8,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,0.006464477134289432,0.1346469119656831,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,0.7821395841859837,0.06698174928314984,0.009868218563497066,0.12869052514433849,0.4224717319011688,0.10979265319183469,0.5453039737982448,"[0.0,0.11786886522978736,0.12226606154187751,0.2528942141048529,0.32942791398596516]",0,0.20211481398437173,2.3375768896726457,0.13513306470122188
1,10,10,0,0.712824468306839,3.86468634872017e-13,1.8042656183242798,0,0,0,llama3-8b-inst,Soft,0.020415799055321784,0,0,2,0,0.04083159811052906,1.604619756388901,0.0,f04a0c5e31c368bdd67444332e49dbdef52c3da6f770f587ecb2e3203c3601b8,2.9818505287170414,0,0.0,2.2541488903696716,5.695836090647804,5.433157187000474,8.951556615418738,8.972267703180895,0,2e62bac44f95d62c43cc29b0b1d99dabb348082c982c237d02045387790dc791,0,1,0,-1.1775849103927616,0,0.7128244683066829,4.060131324693086,"[0.6386945031854397,0.6363427396782686,0.6555559789195718,0.5253396641237275,0.5259176428100337]",0,0,1,"[0.21419400370153424,0.2134053110811221,0.2198487055625919,0.17617907372096142,0.17637290593379035]",0.7128244678989994,0.7128244683066829,2.9818505287170414,19.797609090805054,0,0,0,0.6050825153532999,520a5e3cb1e25ff3d66b8b8de776710c845400d4fb508b3431992cf45999641a,0,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,7.243238773866808e-05,11.216317272186279,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,2.2541488903696716,8.234466743469238,7.616250514984131,13.97783603668213,14.399225234985352,8.234466743469238,0.2198487055625919,"[0.14619858898006308,0.15937341211336986,0.17059467101605205,0.14573256423967407,0.1318564034025137]",0,11.216317272186279,0.0,2.9818505287170414
2,10,10,0,0.712824468306839,3.687050664780145e-13,2.9815827727317803,0,0,0,llama3-8b-inst,Soft,0.06873729935528432,0,0,2,0,0.13631209458038984,1.6050506513001825,0.0,12f1543f82eb708afaaa7c4442d9b89c806ad1dc58892e2b8d3dc21bb0fe243d,3.617801466584205,0,0.0,3.3687108957441585,4.633587803339921,4.346693315910128,6.15720052042336,8.898081016952343,0,6337a89703002cdc2ed6d84f6456971a611e0684a5bf058f86df3a473766da79,0,2,0,-0.6362186938524248,0,0.7128244683066604,4.225356111286548,"[0.6116848840128569,0.6875630697334971,0.8021355261878352,0.7657795205183908,0.750638466131625]",0,0,1,"[0.1690764099861973,0.1900499726378487,0.22171905606118902,0.2116698573958542,0.20748470391891077]",0.7128244685460262,0.7128244683066604,3.617801466584205,19.763211488723755,0,0,0,0.8241421759237819,4c4d198d96d1b5a87c1476c1bc268983c789be8fa223494682ff9bacd4f621c3,0,0,NOT_RECORDED,JOINT_WRITE,0,0,0,0,0.0004989985238732231,8.151291644573211,PER_REQUEST_NORMALIZED_COMPOSITE_GRADIENT,2.254148892800203,5.794250187277794,4.883691787719727,11.295656967163087,11.517175674438477,5.794250187277794,0.22171905606118902,"[0.17674163505889523,0.1877947166765704,0.20235438418819546,0.1895942999516066,0.16184500912598407]",0,9.412051653862,1.8261238640162638,3.617801466584205
