model,method,batch_index,request_sha256,layer,q_pre,q_post,rho,under_realization_coefficient,tau,allocation_norm_over_R1,realized_reduction_norm_over_R1,gap_norm_over_R1,next_pre_link_relative_difference
llama3-8b-inst,memit,1,a77982960263f0dfb48efd2b8425a460b3d20430fb61ce562f7e2ffbbd3561fd,4,1.0,1.0149712291580035,0.3728203536808317,0.6271796463191683,2.084076155314949,0.2000000000000001,0.4234320931280966,0.43528049484944215,0.0
llama3-8b-inst,memit,1,a77982960263f0dfb48efd2b8425a460b3d20430fb61ce562f7e2ffbbd3561fd,5,1.0149712291580035,0.9559930101259146,0.3922850849561121,0.6077149150438879,1.0857963360127427,0.2537428072895009,0.2929428864303299,0.3157310138892466,0.0
llama3-8b-inst,memit,1,a77982960263f0dfb48efd2b8425a460b3d20430fb61ce562f7e2ffbbd3561fd,6,0.9559930101259146,0.8646098415491901,0.3888115603607411,0.6111884396392588,0.7370993331173533,0.31866433670863803,0.26556229647520035,0.30513116730478523,0.0
llama3-8b-inst,memit,1,a77982960263f0dfb48efd2b8425a460b3d20430fb61ce562f7e2ffbbd3561fd,7,0.8646098415491901,0.7028543524472045,0.44304538517504766,0.5569546148249523,0.4682049129299073,0.43230492077459504,0.2786623750094362,0.3145487807542905,0.0
llama3-8b-inst,memit,1,a77982960263f0dfb48efd2b8425a460b3d20430fb61ce562f7e2ffbbd3561fd,8,0.7028543524472045,0.3306377558669956,0.5297639266240923,0.47023607337590767,0.013204754518677274,0.7028543524472045,0.37246253174292115,0.3306377558669956,NOT_APPLICABLE
llama3-8b-inst,memit,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,4,1.0,0.9218320930532297,0.5419431518035221,0.45805684819647785,1.1705081515397324,0.20000000000000007,0.25797610064559795,0.25138857643104245,0.0
llama3-8b-inst,memit,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,5,0.9218320930532297,0.8443126102613642,0.42242127835098453,0.5775787216490155,0.7893701111572412,0.23045802326330742,0.20632685691945502,0.22541367176147986,0.0
llama3-8b-inst,memit,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,6,0.8443126102613642,0.7329594563257076,0.458146999091348,0.541853000908652,0.5670784468153364,0.28143753675378785,0.20517484330279773,0.22074153415378084,0.0
llama3-8b-inst,memit,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,7,0.7329594563257076,0.5692178545381661,0.5082196139161353,0.49178038608386465,0.4324749468502839,0.3664797281628538,0.24456083746561263,0.24000436125024482,0.0
llama3-8b-inst,memit,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,8,0.5692178545381661,0.20996682243057183,0.6328662731064355,0.3671337268935645,0.03573748550424455,0.5692178545381661,0.36081268552068585,0.20996682243057183,NOT_APPLICABLE
llama3-8b-inst,memit,1,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,4,1.0,0.9731189979862436,0.41710596363974084,0.5828940363602592,1.634349062329515,0.20000000000000012,0.3373469574453695,0.34703673091831205,0.0
llama3-8b-inst,memit,1,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,5,0.9731189979862436,0.9347580062689033,0.2745857290845636,0.7254142709154364,0.940580273320968,0.2432797494965609,0.23837549635238584,0.2889726301426493,0.0
llama3-8b-inst,memit,1,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,6,0.9347580062689033,0.8614712919822248,0.3168232178740356,0.6831767821259644,0.666821913644585,0.31158600208963433,0.2300316060501539,0.2974597150788325,0.0
llama3-8b-inst,memit,1,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,7,0.8614712919822248,0.7173246468310629,0.37962632807039925,0.6203736719296007,0.3844116974093957,0.4307356459911124,0.2327122834680198,0.3143590800131655,0.0
llama3-8b-inst,memit,1,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,8,0.7173246468310629,0.36141490844969937,0.49620157174953033,0.5037984282504697,0.006257936899590398,0.7173246468310629,0.35596592283493955,0.36141490844969937,NOT_APPLICABLE
llama3-8b-inst,memit,1,05dcb1cec09134d2efacd122ce09e701a8db7624e92b7aacd3194a7f4fdb415c,4,1.0,0.9265933425388739,0.46693847117216347,0.5330615288278365,0.9569397769949497,0.20000000000000007,0.2129568287381964,0.21907882876365894,0.0
llama3-8b-inst,memit,1,05dcb1cec09134d2efacd122ce09e701a8db7624e92b7aacd3194a7f4fdb415c,5,0.9265933425388739,0.8500647379424628,0.41193124041366674,0.5880687595863332,0.7694026071561155,0.23164833563471848,0.20216778783811423,0.224329046928411,0.0
llama3-8b-inst,memit,1,05dcb1cec09134d2efacd122ce09e701a8db7624e92b7aacd3194a7f4fdb415c,6,0.8500647379424628,0.7460551518469154,0.4342443755732588,0.5657556244267412,0.5909706997949814,0.2833549126474876,0.20780070592819397,0.23181926669789132,0.0
llama3-8b-inst,memit,1,05dcb1cec09134d2efacd122ce09e701a8db7624e92b7aacd3194a7f4fdb415c,7,0.7460551518469154,0.5734821257723017,0.5109875860621952,0.4890124139378048,0.38256305897397447,0.3730275759234577,0.2381139966290875,0.2316040577929637,0.0
llama3-8b-inst,memit,1,05dcb1cec09134d2efacd122ce09e701a8db7624e92b7aacd3194a7f4fdb415c,8,0.5734821257723017,0.21887617753887242,0.6185540928911575,0.3814459071088425,0.012833257294427544,0.5734821257723017,0.35480605383339003,0.21887617753887242,NOT_APPLICABLE
llama3-8b-inst,memit,1,db99bc188dd5a31df5e5c30a1acc5379a51ae45dff15346ebc2be90a1d016ffb,4,1.0,0.933847263723907,0.4029517827963953,0.5970482172036047,0.8178725376370546,0.19999999999999998,0.18234973288487882,0.20252230114107228,0.0
llama3-8b-inst,memit,1,db99bc188dd5a31df5e5c30a1acc5379a51ae45dff15346ebc2be90a1d016ffb,5,0.933847263723907,0.8600533147482465,0.38395897340056134,0.6160410265994387,0.7038974557010557,0.23346181593097676,0.18719155935601456,0.21838080840494248,0.0
llama3-8b-inst,memit,1,db99bc188dd5a31df5e5c30a1acc5379a51ae45dff15346ebc2be90a1d016ffb,6,0.8600533147482465,0.7588294412348812,0.41519352874855114,0.5848064712514489,0.5700319247156478,0.28668443824941536,0.2021729191720855,0.23412396756965495,0.0
llama3-8b-inst,memit,1,db99bc188dd5a31df5e5c30a1acc5379a51ae45dff15346ebc2be90a1d016ffb,7,0.7588294412348812,0.6201124807358357,0.44283165957402576,0.5571683404259742,0.49645221536306916,0.3794147206174406,0.25240767280409654,0.2831413618780476,0.0
llama3-8b-inst,memit,1,db99bc188dd5a31df5e5c30a1acc5379a51ae45dff15346ebc2be90a1d016ffb,8,0.6201124807358357,0.2420578031684526,0.6100591770548259,0.38994082294517407,0.017758651199026816,0.6201124807358357,0.37846555910903334,0.2420578031684526,NOT_APPLICABLE
llama3-8b-inst,memit,1,4042d278f9a0433f41f891fcbc391eee910a5adfea1cc73f3792d75698ffdd46,4,1.0,0.922133585477892,0.5140009206037807,0.48599907939621934,1.064927695345602,0.20000000000000018,0.23649676045947227,0.23411673169494468,0.0
llama3-8b-inst,memit,1,4042d278f9a0433f41f891fcbc391eee910a5adfea1cc73f3792d75698ffdd46,5,0.922133585477892,0.8361936856437394,0.47287548822822817,0.5271245117717718,0.8462064519744644,0.230533396369473,0.22347196697512217,0.22983215499681398,0.0
llama3-8b-inst,memit,1,4042d278f9a0433f41f891fcbc391eee910a5adfea1cc73f3792d75698ffdd46,6,0.8361936856437394,0.7208627770688834,0.4914426263897141,0.508557373610286,0.6290629294217698,0.278731228547913,0.2225029578628863,0.2254711284340385,0.0
llama3-8b-inst,memit,1,4042d278f9a0433f41f891fcbc391eee910a5adfea1cc73f3792d75698ffdd46,7,0.7208627770688834,0.5394817012393051,0.5522629155266218,0.44773708447337823,0.37995775925693415,0.3604313885344417,0.24161332743852593,0.2116553026576936,0.0
llama3-8b-inst,memit,1,4042d278f9a0433f41f891fcbc391eee910a5adfea1cc73f3792d75698ffdd46,8,0.5394817012393051,0.20840492571415398,0.6144785856074155,0.38552141439258447,0.02460553599653263,0.5394817012393051,0.33176561608794947,0.20840492571415398,NOT_APPLICABLE
llama3-8b-inst,memit,2,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,4,1.0,0.9660113953862141,0.5544586082508242,0.44554139174917584,1.888547625728649,0.19999999999999998,0.3936514439403843,0.388078304799797,0.0
llama3-8b-inst,memit,2,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,5,0.9660113953862141,0.9330965932750253,0.2965840372567819,0.7034159627432182,1.1013414770694347,0.24150284884655351,0.2754525151456962,0.3155978472160866,0.0
llama3-8b-inst,memit,2,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,6,0.9330965932750253,0.8588791762980549,0.3327947730979831,0.6672052269020169,0.7150210250004844,0.3110321977583415,0.24530315521157406,0.30417897535147964,0.0
llama3-8b-inst,memit,2,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,7,0.8588791762980549,0.6897716157645803,0.4942320675128143,0.5057679324871858,0.559092461810102,0.42943958814902744,0.3204579716261811,0.323760307754081,0.0
llama3-8b-inst,memit,2,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,8,0.6897716157645803,0.2783771237145684,0.5965881084846933,0.40341189151530665,0.011601861802972135,0.6897716157645803,0.41158734988707,0.2783771237145684,NOT_APPLICABLE
llama3-8b-inst,memit,2,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,4,1.0,0.964661768413454,0.4772929136329782,0.5227070863670218,1.6761350771611017,0.19999999999999998,0.34855342903458003,0.3511496259447331,0.0
llama3-8b-inst,memit,2,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,5,0.964661768413454,0.9008677284038746,0.4022230474119941,0.5977769525880059,1.0048791843611284,0.2411654421033635,0.2610347780101205,0.2819800012824528,0.0
llama3-8b-inst,memit,2,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,6,0.9008677284038746,0.813299641912339,0.3804042570017231,0.6195957429982769,0.6878089703302247,0.30028924280129154,0.2360259271383751,0.27798741461006204,0.0
llama3-8b-inst,memit,2,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,7,0.813299641912339,0.6475628650479057,0.4555985768060241,0.5444014231939759,0.3881613372574291,0.4066498209561695,0.24339249985672984,0.2718909886408441,0.0
llama3-8b-inst,memit,2,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,8,0.6475628650479057,0.3080460791818401,0.5245704582560691,0.47542954174393093,0.016058150206395536,0.6475628650479057,0.3398514735080806,0.3080460791818401,NOT_APPLICABLE
llama3-8b-inst,memit,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,4,1.0,0.9454253734496983,0.4039483616246934,0.5960516383753066,1.105458165852607,0.20000000000000004,0.23539006226342502,0.25118242868959567,0.0
llama3-8b-inst,memit,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,5,0.9454253734496983,0.8744533412724992,0.3879740971677176,0.6120259028322824,0.8007682850336737,0.2363563433624246,0.21031116346726028,0.23821689168047075,0.0
llama3-8b-inst,memit,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,6,0.8744533412724992,0.7655116242791247,0.4293273056848734,0.5706726943151266,0.537439936113987,0.29148444709083304,0.2005030852988069,0.2284964798853975,0.0
llama3-8b-inst,memit,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,7,0.7655116242791247,0.6251452813837831,0.4264698159670956,0.5735301840329043,0.4377078109261191,0.38275581213956233,0.23390878531894108,0.27614843764953667,0.0
llama3-8b-inst,memit,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,8,0.6251452813837831,0.30293545476010586,0.5165908181474737,0.48340918185252635,0.03372386763985516,0.6251452813837831,0.32363172429681,0.30293545476010586,NOT_APPLICABLE
llama3-8b-inst,memit,2,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,4,1.0,0.961334330009857,0.3443362445288767,0.6556637554711233,1.1953607603481242,0.20000000000000015,0.24879347231599877,0.27267433378435496,0.0
llama3-8b-inst,memit,2,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,5,0.961334330009857,0.9133711493897165,0.29884282448603394,0.7011571755139661,0.8629657195982824,0.24033358250246425,0.2194835000438222,0.2672279487489686,0.0
llama3-8b-inst,memit,2,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,6,0.9133711493897165,0.8174572326354326,0.38191499580728744,0.6180850041927126,0.5955505718021448,0.3044570497965721,0.21539976894523472,0.261320924717933,0.0
llama3-8b-inst,memit,2,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,7,0.8174572326354326,0.6498307232122703,0.4648403543400973,0.5351596456599027,0.41353737719724665,0.4087286163177163,0.2542967808596642,0.2764314182506941,0.0
llama3-8b-inst,memit,2,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,8,0.6498307232122703,0.2695841145871443,0.5853227745645981,0.41467722543540186,0.01206935446926801,0.6498307232122703,0.38044157502182774,0.2695841145871443,NOT_APPLICABLE
llama3-8b-inst,memit,2,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,4,1.0,0.9759395754929602,0.19288893403448312,0.8071110659655168,0.8385312008544238,0.20000000000000015,0.17208610817603157,0.23277137690105767,0.0
llama3-8b-inst,memit,2,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,5,0.9759395754929602,0.9522777862218148,0.18723274540791854,0.8127672545920814,0.834485881903964,0.24398489387324004,0.20866383342870312,0.2842143676061133,0.0
llama3-8b-inst,memit,2,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,6,0.9522777862218148,0.906962932577405,0.2537706100712481,0.7462293899287519,0.7887079641412953,0.3174259287406047,0.2629964860539326,0.3446547755855736,0.0
llama3-8b-inst,memit,2,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,7,0.906962932577405,0.7408696681587724,0.4690301944095974,0.5309698055904026,0.5702890577161147,0.4534814662887025,0.33484591596800956,0.35335447648462115,0.0
llama3-8b-inst,memit,2,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,8,0.7408696681587724,0.3230424478560774,0.5641817118460767,0.4358182881539233,0.013631300836292612,0.7408696681587724,0.41810710196874,0.3230424478560774,NOT_APPLICABLE
llama3-8b-inst,memit,2,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,4,1.0,0.9789742783099593,0.18464736003837748,0.8153526399616225,0.8787177548150997,0.20000000000000015,0.1795816850568489,0.2397452664908885,0.0
llama3-8b-inst,memit,2,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,5,0.9789742783099593,0.9424846994381608,0.20497046501982255,0.7950295349801775,0.6536319589174108,0.24474356957748983,0.1676533877126385,0.2518965093620958,0.0
llama3-8b-inst,memit,2,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,6,0.9424846994381608,0.8768304372937582,0.2889710705484822,0.7110289294515177,0.6634010558209001,0.3141615664793868,0.22732910704298853,0.30550707709533026,0.0
llama3-8b-inst,memit,2,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,7,0.8768304372937582,0.7518867824927898,0.3454708577305973,0.6545291422694026,0.4514365423446324,0.4384152186468791,0.24922085721554255,0.348589272264816,0.0
llama3-8b-inst,memit,2,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,8,0.7518867824927898,0.38242704207678896,0.49155793111322144,0.5084420688867786,0.013571886024616554,0.7518867824927898,0.36973675752349155,0.38242704207678896,NOT_APPLICABLE
llama3-8b-inst,memit,2,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,4,1.0,0.9387119813102414,0.6150051233200702,0.3849948766799298,1.6737157846766353,0.20000000000000018,0.3566261812927173,0.3434848225436182,0.0
llama3-8b-inst,memit,2,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,5,0.9387119813102414,0.9022447459124113,0.3135929294275927,0.6864070705724072,1.0915166476170206,0.23467799532756034,0.26651704499999973,0.3025947989728171,0.0
llama3-8b-inst,memit,2,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,6,0.9022447459124113,0.8255993594333119,0.36192499123154437,0.6380750087684557,0.7592195550700511,0.30074824863747035,0.2529512747695244,0.2982649508746188,0.0
llama3-8b-inst,memit,2,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,7,0.8255993594333119,0.6572855453627123,0.5117652850056721,0.4882347149943279,0.5660901319329573,0.41279967971665593,0.31501829077828797,0.3085884480333679,0.0
llama3-8b-inst,memit,2,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,8,0.6572855453627123,0.23222294738858162,0.6469305997779892,0.35306940022201083,0.012928661952033306,0.6572855453627123,0.42530303648667755,0.23222294738858162,NOT_APPLICABLE
llama3-8b-inst,memit,2,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,4,1.0,0.9625777338299533,0.21822996260289326,0.7817700373971067,0.5464180186281223,0.20000000000000015,0.11767701010123312,0.1907602728508593,0.0
llama3-8b-inst,memit,2,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,5,0.9625777338299533,0.9116826980107083,0.24798973315658052,0.7520102668434194,0.5245864454241586,0.24064443345748832,0.13963388771792584,0.22064750701109515,0.0
llama3-8b-inst,memit,2,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,6,0.9116826980107083,0.8308860574641305,0.30319188929628543,0.6968081107037145,0.45020863643765774,0.30389423267023596,0.16494855413740392,0.2521094098540933,0.0
llama3-8b-inst,memit,2,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,7,0.8308860574641305,0.6924947020808753,0.3636023427995165,0.6363976572004835,0.3173324407251706,0.41544302873206523,0.20049443335334727,0.2954328265203585,0.0
llama3-8b-inst,memit,2,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,8,0.6924947020808753,0.33629481044786946,0.5145848692797823,0.4854151307202177,0.014376919237410739,0.6924947020808753,0.3564863474744773,0.33629481044786946,NOT_APPLICABLE
llama3-8b-inst,memit,2,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,4,1.0,0.9252654817808306,0.48590897700630703,0.514091022993693,1.0128610617975045,0.20000000000000007,0.22467710737330404,0.22717192700052272,0.0
llama3-8b-inst,memit,2,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,5,0.9252654817808306,0.8398656713894446,0.4421701040501899,0.55782989594981,0.7243092802450928,0.23131637044520764,0.19629730365738157,0.21147404179744111,0.0
llama3-8b-inst,memit,2,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,6,0.8398656713894446,0.7334426174375162,0.4385643584659764,0.5614356415340236,0.5501795105370725,0.2799552237964814,0.19697315919539513,0.22006465714633058,0.0
llama3-8b-inst,memit,2,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,7,0.7334426174375162,0.579624384401646,0.45502067264555257,0.5449793273544474,0.3334714558946074,0.3667213087187581,0.20687991147279602,0.23430182268516567,0.0
llama3-8b-inst,memit,2,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,8,0.579624384401646,0.27282862345342607,0.5298204985094501,0.4701795014905499,0.02210867820555545,0.579624384401646,0.3073641344793446,0.27282862345342607,NOT_APPLICABLE
llama3-8b-inst,memit,2,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,4,1.0,0.9270958282203926,0.5526291504958922,0.44737084950410777,1.3071187377482159,0.20000000000000007,0.28382800232184957,0.2763114236913498,0.0
llama3-8b-inst,memit,2,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,5,0.9270958282203926,0.8455812154224697,0.4481065853435507,0.5518934146564494,0.8331597232247395,0.23177395705509815,0.2192628963422875,0.23162806338223932,0.0
llama3-8b-inst,memit,2,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,6,0.8455812154224697,0.7327165169959745,0.47380303609561397,0.526196963904386,0.6132742658645858,0.28186040514082306,0.21843629348471058,0.2277649336373625,0.0
llama3-8b-inst,memit,2,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,7,0.7327165169959745,0.5471973591493114,0.5548599096311283,0.4451400903688717,0.3774243111337558,0.36635825849798725,0.24584758306744126,0.21380977155023412,0.0
llama3-8b-inst,memit,2,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,8,0.5471973591493114,0.2014581475687477,0.6323106663085328,0.36768933369146717,0.018681205723491183,0.5471973591493114,0.34614969951247554,0.2014581475687477,NOT_APPLICABLE
llama3-8b-inst,memit,3,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,4,1.0,0.966026192859221,0.32399760780912223,0.6760023921908778,1.2104407298489301,0.2000000000000001,0.250610551281724,0.27728295978837225,0.0
